competitors_min_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,population_density_proxy,accessibility_score,foot_traffic_score,suitability,latitude,longitude
0.7291064252406698,-0.6781419410645347,0.904367549125637,-0.6676495584277051,-0.4652930350919764,0.9669915129685221,-0.49842797058817784,0.5206545428699809,-0.6836335357843033,-0.6978041152143136,-0.6963678382004994,Low,27.664029999467548,85.35372570250183
0.7291064252406698,-0.6781419410645347,0.904367549125637,-0.6676495584277051,-0.4652930350919764,0.9669915129685221,-0.49842797058817784,0.5206545428699809,-0.6836335357843033,-0.6978041152143136,-0.6963678382004994,Low,27.74836813029109,85.27806094266306
0.7291064252406698,-0.6781419410645347,0.904367549125637,-0.6676495584277051,-0.4652930350919764,0.9669915129685221,-0.49842797058817784,0.5206545428699809,-0.6836335357843033,-0.6978041152143136,-0.6963678382004994,Low,27.73289420099553,85.27791772789121
0.7291064252406698,-0.6781419410645347,0.904367549125637,-0.6676495584277051,-0.4652930350919764,0.9669915129685221,-0.49842797058817784,0.5206545428699809,-0.6836335357843033,-0.6978041152143136,-0.6963678382004994,Low,27.724335154634694,85.27555093751467
0.7291064252406698,-0.49357035498960644,-3.239841589468793,0.40715376990400454,1.2664512791029177,-1.711839498721962,-0.49842797058817784,0.5206545428699809,0.1343589875312961,0.6916119964593882,0.5608862191079376,High,27.73074074958045,85.29501056807838
0.7291064252406698,-0.6781419410645347,0.904367549125637,-0.6676495584277051,-0.4652930350919764,0.9669915129685221,-0.49842797058817784,0.5206545428699809,-0.6836335357843033,-0.6978041152143136,-0.6963678382004994,Low,27.74957067176849,85.29075032556511
0.48036368165944854,0.42928757538503504,0.5727140826884882,-0.5141062258088894,-0.4652930350919764,0.7875992775657118,0.17691038348471524,0.27605931188716787,-0.05833209186406443,-0.13842879752749862,-0.3249064121775521,High,27.671343757336277,85.33844655686802
-0.3893113195575161,0.42928757538503504,-0.9499526335843933,-0.5141062258088894,-0.4652930350919764,0.6956829589311033,-0.49842797058817784,0.5206545428699809,-0.29862920263945536,1.413386599926246,-0.4392022355692282,High,27.73376954614276,85.34566584584049
0.7291064252406698,-0.6781419410645347,0.904367549125637,-0.6676495584277051,-0.4652930350919764,0.9669915129685221,-0.49842797058817784,0.5206545428699809,-0.6836335357843033,-0.6978041152143136,-0.6963678382004994,Low,27.746903263639958,85.30457207422596
0.7291064252406698,-0.6781419410645347,0.904367549125637,-0.6676495584277051,-0.4652930350919764,0.9669915129685221,-0.49842797058817784,0.5206545428699809,-0.6836335357843033,-0.6978041152143136,-0.6963678382004994,Low,27.74846266385435,85.32296503352403
0.7291064252406698,-0.6781419410645347,0.904367549125637,-0.6676495584277051,-0.4652930350919764,0.9669915129685221,-0.49842797058817784,0.5206545428699809,-0.6836335357843033,-0.6978041152143136,-0.6963678382004994,Low,27.669234688026588,85.36179287170441
0.7291064252406698,-0.6781419410645347,0.904367549125637,-0.6676495584277051,-0.4652930350919764,0.9669915129685221,-0.49842797058817784,0.5206545428699809,-0.6836335357843033,-0.6978041152143136,-0.6963678382004994,Low,27.750003397094453,85.30786231119724
0.45777342244733016,-0.49357035498960644,-1.7186340650658427,-0.053476227952442466,-0.4652930350919764,0.3111441573003263,0.17691038348471524,-0.7742518130383642,-0.05833209186406443,-0.42713863891424186,-0.23918454463379507,High,27.72951632312629,85.3741278984462
-0.22628161701342472,3.382432952583888,0.07929877467042915,0.7142404351416358,-0.4652930350919764,-0.7119244327196625,1.5275870916305012,-0.8409743976710676,1.3369780183458704,1.3051204094062177,0.6751820424996134,High,27.70838696227648,85.34689780294904
0.7291064252406698,-0.6781419410645347,0.904367549125637,-0.5141062258088894,-0.4652930350919764,0.8650525729783113,-0.49842797058817784,0.5206545428699809,-0.587287996086623,-0.6978041152143136,-0.6106459706567424,Low,27.73537132889411,85.34897834630193
0.7291064252406698,-0.6781419410645347,0.904367549125637,-0.6676495584277051,-0.4652930350919764,0.9669915129685221,-0.49842797058817784,0.5206545428699809,-0.6836335357843033,-0.6978041152143136,-0.6963678382004994,Low,27.748361357677037,85.37215784228191
0.7291064252406698,-0.6781419410645347,0.904367549125637,-0.6676495584277051,-0.4652930350919764,0.9669915129685221,-0.49842797058817784,0.5206545428699809,-0.6836335357843033,-0.6978041152143136,-0.6963678382004994,Low,27.682492677008824,85.28671640570083
-1.6370233134303698,0.060144403235178466,-0.5608695442663927,0.7142404351416358,1.2664512791029177,-0.9691505694093362,2.202925445703394,-2.5075743713869616,1.2886163356740936,0.4750796154193308,1.618122585480941,High,27.72144459891838,85.36289234215269
