osm_id,highway_type,name,nodes
341255713,residential,Unnamed,"[3484635969, 3489103740, 3484635970, 3489103741, 3489103743, 3488765213]"
341256978,residential,Unnamed,"[3484642414, 3493289487, 11189725750, 3484642590, 3484642415]"
341257434,residential,Unnamed,"[3484642590, 3501077360]"
341257655,path,Unnamed,"[3484645099, 13236397356, 6101753801, 6101753802, 3484645100, 6101753807, 11942183755, 11942183750, 11942183749, 11942183756, 3484645101, 3484645102]"
341257675,residential,Unnamed,"[3484642324, 11416413283, 3484642317, 12908853607, 12908853608, 3484642318, 3484642319, 12908853609, 3484642320, 12908853610, 3484642321, 12908853611, 12908853612, 12908853613, 11416413288, 12908853614, 11416413286, 12908853615, 11416413287, 12908853616, 3484642322, 12908853617, 11416413285, 3484642323, 11416413284, 3499011188, 3484642324]"
341257815,residential,Unnamed,"[3484646084, 10690228532, 10690228533, 3484646085, 10690228530, 10690228531, 3484646086, 10690228528, 10690228529, 3484646087, 3484646088, 3484646089, 1835496144]"
341257863,residential,Unnamed,"[3143415465, 3484646324, 3069881513]"
341258049,residential,Unnamed,"[3484646084, 10690228535, 10690228534, 3484647103, 10690228537, 10690228536, 3484647104, 3484646087]"
341258051,residential,Unnamed,"[3484647109, 3484647110, 3484647111, 3484647112]"
341258101,residential,Unnamed,"[3484646708, 6092334214, 6092334215, 6092334216, 3484646709]"
341258225,residential,Unnamed,"[3484646709, 6092334187, 6092333982, 3484648512, 6092333981, 3484648513, 3484648514]"
341258256,residential,Unnamed,"[3484646709, 3484649895, 10690261568, 3484649896, 6094583569, 3484649897]"
341258618,residential,Unnamed,"[3484646333, 3484646334, 3484646335, 6092161100, 3484646336, 11675969896, 3484646337]"
341271846,residential,Unnamed,"[3469105809, 3469105811, 3469105819, 3469105820, 3469105823, 3469105824]"
341297404,residential,Unnamed,"[3485010382, 3485010381, 3485010380, 3485010379, 3485010378, 8412317643, 10926321958, 3485010377, 3485010375]"
341297411,residential,Unnamed,"[3568021131, 8395696956, 3568021129, 11752096057, 3568021126, 3510920476, 8395696955, 3485029218, 3568021114]"
341306166,residential,Unnamed,"[3485104024, 10901254496, 3485104025, 4490911555, 10945873396, 3493179507, 3485104026, 3485104027, 6098118273, 3485104028, 3485104029, 3485104030, 3485104031, 3485104032, 3485104033, 3485104034, 3485104035, 3485104036, 3485104037, 3485104038]"
341310558,residential,Unnamed,"[6098416854, 10923607178, 3485144347, 3485144348, 3485144349, 3485144350, 3485144351, 3485144352]"
341311326,residential,Unnamed,"[2515033590, 3485149502, 6052195169, 3485149508, 6052195170, 6052200350, 3500082671]"
341311327,residential,Unnamed,"[3485149519, 3485149521, 3485149522, 6031399309, 3485149532, 3485149535, 3485149529, 10956781594, 3500088329, 3485149536, 6038955581, 10921178117, 6031678839, 6052210695, 10921094568, 1659432516]"
341311328,residential,Unnamed,"[3485149536, 10921178124, 10956803754, 3485149538, 6041044195, 10956803755, 3485149546, 3485149550, 3485149554, 3485149552, 3485149559, 10921178106, 3503488182, 10921178105, 3485149563, 10956803778, 3485149558, 3485149549, 10956803776, 3485149542, 3485149534, 10956803765, 10956803764, 3485149525, 3485149523, 10956803763, 3485149520, 2175222383]"
341311329,residential,Unnamed,"[3485149508, 3485149509, 3485149510, 2515043648]"
341311330,residential,Unnamed,"[1659432513, 3485149515, 3485149511, 2515043648]"
341311666,residential,Unnamed,"[3485149558, 7390785584, 3485154159, 7390785583, 3485154160, 7390785582, 3485154161, 7390785581, 7390785580, 6038955575, 7390785579, 10956803777, 7390785578, 3485154162, 7390785577, 5631925347, 7390785576, 3485154164, 3485154166, 3485154168, 3485154170, 6031279184, 3485154171, 3503415977, 3069964016]"
341314804,residential,Unnamed,"[2710641617, 3485179108, 3485179109, 3485179110, 3485179111, 3485179112, 2169109115]"
341322954,residential,Unnamed,"[3485240466, 3479081865, 3479081877]"
341324328,residential,Unnamed,"[1950351469, 3485252433, 3485252434, 3485252435]"
341324329,path,Unnamed,"[3485252436, 3485252437, 3485252438, 3485252439]"
341324330,path,Unnamed,"[2090824727, 3485252440, 3485252441, 3485252442, 3494776471, 3485252436]"
341324331,residential,Unnamed,"[3485252443, 10803817634, 3485252444, 3485252445, 3485252446]"
341325941,residential,Taudol Marg,"[2303546462, 5782855910, 5782855908, 5782855909, 3501625037, 5782855913, 4488385497, 8389367133, 3485273087, 3485273088, 3485273090, 3485273799, 5417638545, 8389367132, 4488385492, 3485273795, 3485273802]"
341325944,residential,Chwasal Marg,"[3485273802, 3485273803, 8389367131, 3485273804, 2171011953]"
341325946,residential,टोडोल मार्गा,"[3485273802, 3485273805]"
341325949,residential,Sahiban Galli,"[4275591471, 4275591472, 4275591473, 3485273813, 5417637179, 3485273814, 10923844077, 11070295273, 4488375239]"
341328591,residential,Unnamed,"[11038800246, 11038800247, 11038800248, 3485295279, 11038800249, 3485295280, 11038800250, 11038800251, 3485295281, 11038800252, 3485295283, 10910556026, 10910556025, 10910556024, 10910556023, 10910556022, 10910556021, 10910556020, 10910556019, 10910556018, 10910556017, 10910556016, 10910556015, 10910556014, 10910556013, 10910556012, 10910556011, 10910556010, 10910556009, 10910556008, 10910556007]"
341347363,service,Unnamed,"[3485430409, 6075572015, 3499283816]"
341364674,track,Unnamed,"[3485565043, 3485536715, 3485536716, 3485536717, 11038743986, 3485536718, 3485536719, 3485536720, 11040587135, 3485536721, 3485536722, 3485536723, 11040587136, 3485536724, 3485536725, 3485536726, 3485536727, 3485536728, 3485536729, 3485536730, 5602709049, 5602709048, 5602709047, 11040587137, 5602709046, 5602709045, 5602709044, 11040587138, 5602709043, 5602709042, 5602709041, 5602709040, 5602709039, 5602709038, 5602709037, 5602709036, 5602709035, 5602709034, 5602709033, 5602709032, 5602709031, 5602709030, 5602709029, 5602709028, 5602709027, 5602709026, 11038677501, 5602709025, 5602709024, 5602709023, 5602709022, 5602709021, 5602707620, 5602707619, 5602707618, 5602707617]"
341371311,residential,Unnamed,"[2306289574, 2306289573, 3485240466]"
341384139,residential,Unnamed,"[3485822496, 3485822497, 3485822498]"
341386566,service,Unnamed,"[3485851599, 6525013537, 3485851600, 6525013538, 6525013536, 3485851601, 6525013540, 6525013539, 6525013541, 6525013542, 3485851602, 3485851603, 6525013543, 6525013518, 6525013544, 6525013545, 6525013546, 6525013519, 2262531876]"
341386678,service,Unnamed,"[3485851599, 8428828832, 6525013525, 3485851884, 3485851885, 2064206819]"
341395809,residential,Phaikhel Marg,"[3485927794, 3485927795, 3485927796, 12154618103, 3485927797, 3485927798]"
341396027,path,Unnamed,"[3485928576, 3485928577, 3485928578, 3485928579, 3485928580, 3485928581, 3485928582, 3485928583, 3485928584, 3485928585, 3485928586, 3485928587, 5094405017]"
341433535,living_street,Krishna Malla Street,"[3490937862, 3486249342, 3486249324, 3486249328, 3486249325, 3486249323, 3486249327, 3486249348, 3486249326, 3486249347, 3486249341, 3486249346, 3486249350, 3486249339, 3486249340, 3486249343, 3486249333, 3486249332, 3486249338, 3486249330, 3486249335, 3486249329, 3486249345, 3486249344, 3486249336, 3486249337, 3486249334, 3486249349, 3486249322, 3486273046, 3486273050, 3486273047, 3486273045]"
341439644,residential,Unnamed,"[3486312191, 3486312192, 3486313293]"
341444823,residential,Unnamed,"[3486347911, 3486347912, 3486347913]"
341444824,residential,Unnamed,"[3486347914, 3486347921, 3486347915]"
341444825,residential,Unnamed,"[3486347918, 3486347919, 3486347920, 3486347921]"
341450363,service,Unnamed,"[2169478045, 3486400713]"
341452513,residential,Unnamed,"[3486428926, 3486428937, 3486428927, 3486428928]"
341452514,residential,Unnamed,"[3486428928, 10690261565, 3486428929, 3486428930]"
341452515,residential,Unnamed,"[3486428930, 10690228550, 3486428931]"
341452517,residential,Unnamed,"[3486428927, 3486428932, 3486428933, 6139911278, 3486428934, 6139911276, 6139911275, 6139911272, 6139911274, 6139911273]"
341452518,residential,Unnamed,"[3486428934, 3486428935, 3486428926]"
341452537,path,Unnamed,"[3486429018, 4514943500, 3486429022, 3486429023]"
341452552,residential,Unnamed,"[3486429075, 6092333662, 6211100041]"
341452560,residential,Unnamed,"[3486429105, 3486429106, 6094583574, 3486429107, 3486429108, 3501180213, 3486429109, 11007129017, 3486429110]"
341452561,residential,Unnamed,"[3486429110, 3486429111]"
341452562,residential,Unnamed,"[3486429111, 1278025463]"
341452564,residential,Unnamed,"[3484649897, 10690261566, 10690261567, 10690261569, 10690261570, 6094583315, 6094583316, 11007129018, 11007129019, 3486429113]"
341462831,service,Unnamed,"[3486520380, 3486520368, 3486520364, 3486520361, 3486520360, 3486520358]"
341462832,service,Unnamed,"[3486520395, 3486520378, 3486520362, 3486520353, 3486520337, 3486520328, 3486520318]"
341463491,residential,Unnamed,"[1278025487, 3486526246]"
341466659,service,Unnamed,"[3486562987, 3486562980, 3486562957, 3486562954, 3486562948, 3486562947, 13396927915, 13396927914, 13396927913, 13396927912, 13396927910, 13396927911, 3486562943, 3486562939, 3486562936, 3486562935, 13396927903, 13396927909, 13396927908, 13396927907, 13396927906, 13396927905, 13396927904]"
341466660,service,Unnamed,"[1382902664, 3486564453, 3486564451, 3486564441, 3486564439, 3486564421, 3486564413, 3486564397, 3486564415, 3486564400]"
341466661,living_street,Unnamed,"[3371844799, 4943486095, 3371843446, 6087354883, 4943486102, 3371845358]"
341466662,service,Unnamed,"[1382902603, 3486564200, 3486562987, 3486562968, 3486562960, 4989364800]"
341472014,footway,Unnamed,"[2164877529, 3486596527, 3486596525, 3486596524, 3486596523, 3486596522, 3486596521, 3486596520, 3486596519, 3486596518, 3486596517, 3486596516, 3486596515, 3486596514, 1832603443]"
341472016,residential,Adarsha Marg Paschim,"[1278981011, 3486596507, 3486596508, 3486596509, 3486596510, 3486596511, 3486596512, 3486596513, 3440594594]"
341474997,residential,Unnamed,"[3486614873, 3486614867, 2379741644]"
341480226,service,Unnamed,"[3486648189, 3486648187, 3486648186, 3486648188, 3486648190, 3486648193, 3486648195, 3486648197, 3486648198]"
341480227,service,Unnamed,"[1966262351, 3486648184, 3486648182, 3486648181, 3486648183]"
341490344,residential,Unnamed,"[3486716621, 3486716622]"
341490345,residential,Unnamed,"[3486716623, 3486716624]"
341494714,service,Unnamed,"[3486744957, 3486744965, 3486744967, 3486744966, 3486744963, 3486744961, 3486744960, 3486744962, 3486744969, 3486744970]"
341494715,service,Unnamed,"[3486742077, 3486742082, 3486742089, 3486744896, 3486744898, 3486744897, 3486744894, 3486742087, 3486742081, 3486742083, 4873747944, 3486744893]"
341494716,residential,Unnamed,"[1832603564, 3486745166, 3486745174, 3486745178, 3486745179, 3486745181, 3486745180, 3486745177, 3486745168, 3486745153, 3486745142, 3486745120]"
341494717,service,Unnamed,"[3486745187, 3486745100]"
341494718,footway,Unnamed,"[3486744921, 3486744924, 3486744926, 3486744927, 3486744923, 3486744919, 3486744918, 3486744920, 3486744922, 3486744925, 3486744928, 3486744933, 3486744929, 3486744930, 3486744934, 3486744936, 3486744939, 3486744941, 3486744948, 3486744949, 3486744950, 3486744951, 3486744946, 3486744943, 3486744942, 3486744945]"
341494719,service,Unnamed,"[669529195, 3486744980, 3486744981, 3486744982, 3486744983, 1832609105]"
341494720,service,Unnamed,"[3486744963, 3486744959, 3486744956, 3486744955, 3486744954, 3486744953, 4873625340]"
341494721,service,Unnamed,"[3486744932, 3486744935, 3486744937, 3486744940, 3486744944, 3486744945]"
341494722,service,Unnamed,"[3486744958, 4896385073, 3486744971, 4896385074, 3486744974, 3486744975, 3486744976, 3486744977, 3486744978]"
341514567,residential,Unnamed,"[6078272223, 6078272224, 6078272225, 6078272226, 6078272227, 6078272228, 6078272229, 6078272230, 6078272231, 6078272222, 3486880277, 8506703375, 8506703376, 3486880278, 13116073206, 8506703377, 8506703380, 8506703379, 8506703378, 3486880279]"
341523931,residential,Unnamed,"[1273456376, 7171121008, 7171121009, 7171121010, 7171121011, 7171121012, 7171121013, 7171121014, 7171121015, 7171121016, 7171121017, 7171121018, 7171121019, 7171121020, 7171121021, 7171121022, 3486938470, 3486938471, 3486938472, 11630585737, 3486938473, 3486938474, 3486938475]"
341523933,residential,Unnamed,"[3486938476, 3486938477, 3486938478, 3486938479, 3486938481]"
341524319,residential,Unnamed,"[3486935819, 3486935818]"
341524320,residential,Unnamed,"[3486935818, 3486935816]"
341524322,residential,Unnamed,"[3486935815, 3486935817]"
341524324,residential,Unnamed,"[3486935816, 3486935815]"
341524325,residential,Unnamed,"[3486935817, 1615523233]"
341526366,residential,Unnamed,"[3486952797, 1273477901]"
341526368,residential,Batukbhairav Marga,"[3486952804, 3486952803, 4875346496, 3486952802, 3486952801, 4875360400, 3486952800, 3486952799, 4875346497, 3486952798, 3486952797, 10913562788]"
341527529,residential,Unnamed,"[9838292217, 9838279216]"
341543789,unclassified,Unnamed,"[2516766011, 3487064795, 3487064796, 3487064797, 3487064798, 3487064799]"
341544286,residential,Unnamed,"[2194063074, 3487068330, 3487068329, 3487068328, 3487068327, 3487075882, 3487068326, 3487068325, 3487068324, 3487068323, 3487068322]"
341544287,residential,Unnamed,"[1960030383, 3487067443, 3487067449, 3487067451, 6291686021, 3487067452, 3487067441, 3487190790]"
341544288,residential,Unnamed,"[11431718413, 3487067487, 3487067491, 3487068293, 3487068295, 6290088001, 6290088002, 3487068303, 3487068304, 3487068306, 3487068307, 6290088000, 3487068309, 2188312990]"
341544290,residential,Unnamed,"[3487068315, 3487068302]"
341544291,residential,Unnamed,"[2181547269, 3487067450, 3487067447, 3487067445, 3487067446, 3487067448, 3487067453, 3487067455, 3487067459, 3487067461, 3487067462, 11977562691, 3487067464, 3487067466, 3487067467, 3487067468, 3487067471, 3487067473, 3487067478, 3487067480, 3487067481, 3487067482, 3487067483, 3487067490, 3487067492, 3487068294, 3487068296, 3487068297, 3487068299]"
341544292,residential,Unnamed,"[3487068328, 3487068332, 3487068331, 3504239203, 3504239200, 3504274143, 3504274142, 3504275899, 3487068334]"
341544293,residential,Unnamed,"[2479349504, 3487068339, 3487068338, 3487068337, 3487068336, 6289698771, 3487068335, 3487068333, 11977562787, 3487075884, 2194063074]"
341546338,residential,Unnamed,"[3487075882, 3487075879, 6290086981, 3487075880, 3487075881, 3487075883]"
341546340,residential,Unnamed,"[3487079298, 3487079299, 3487079300, 3487079301, 3487079302, 3487079303]"
341546342,residential,Unnamed,"[3487075884, 11977562790, 3487075885, 3487075886, 3487075887, 3487075888, 6291686037, 3487075889, 6291686036, 3487075890]"
341546345,residential,Unnamed,"[3487075891, 3487075892, 3487079293, 3487079294, 3487079295, 3487079296, 3487079297]"
341547222,residential,Unnamed,"[3487083066, 3487083067, 3487083068, 3487083069, 3487083070]"
341547832,path,Unnamed,"[3487090614, 3487090615, 3487090616, 3509595225, 3487090617, 3487090618, 3487090619, 3487090620, 3487090621, 3487090622, 3509595230, 3509595229]"
341547833,path,Unnamed,"[3487090623, 3487090624, 3487090625, 3487090626, 3487090627, 3487090628, 3487090629, 3487090630]"
341547836,path,Unnamed,"[3296318576, 3487090631, 3487090632, 3487090633, 3487090634, 3487090635, 3487090618]"
341548666,path,Unnamed,"[3487100487, 3487100488, 3487100489, 3487100490, 3487100491, 3487100492, 3487100793, 3487100794, 3487100795, 3487100796, 3487100797, 3487100798, 3487100799, 3487100800, 3487100801, 3487100802, 3487100803, 3487100804, 3487100805, 3487100806, 3487100807, 9696833241, 9696833240, 9696833239, 9696833238, 9696833237, 9696833236, 9696833235, 9696833234, 9696833233, 9696833232]"
341555356,unclassified,Unnamed,"[2166046272, 3487133565, 5649182929, 3487133566, 3487133567, 3487133568]"
341556689,residential,Unnamed,"[3487150551, 3487150552, 3487150553, 3487150554, 3487150555, 3487150556, 3487150557]"
341556690,residential,Unnamed,"[3487150558, 3487150559, 3487150560, 3487150561, 3487150562, 3487150557, 3487150563]"
341556691,path,Unnamed,"[3487150564, 3487150565, 3487150566, 3487150567]"
341556702,residential,Unnamed,"[2517470342, 11077848253, 3487150996, 11077848252, 11077848250, 3487150997, 11106118481, 11077848251, 11077848247, 3487150998, 3487150999, 11889183004, 11070559203, 11889183003, 11889183005]"
341556718,residential,Unnamed,"[3487151028, 3487151029, 10055070129, 3487151030, 3487151031, 3495848977, 3487151032, 3487151033, 11064222220, 10055070128, 3487151034, 3487151035, 11064222231, 3487151036, 3487151037]"
341556721,path,Unnamed,"[3487151034, 3487151038]"
341556731,path,Unnamed,"[3487151056, 3487151060, 3487151057, 3487151058]"
341556733,path,Unnamed,"[3487151060, 3487151061, 3487151062, 3487151063]"
341556748,residential,Unnamed,"[2167525247, 3487151083, 3487151084, 3487151085]"
341556751,path,Unnamed,"[3487151091, 3487151092, 3487151393]"
341556767,track,Unnamed,"[2036039163, 9717383266, 3487150984, 3487150985, 4527806752]"
341556955,residential,Unnamed,"[2516877326, 2516877261]"
341557145,residential,Unnamed,"[2254730946, 3487157314, 3487157315, 3487157316, 3487157317, 3487157318, 2254730769]"
341558641,residential,Unnamed,"[2479349400, 3487164900, 3487164902, 3487164901, 3487164899, 11977562706, 3487164897, 3487164895, 11977562707, 3487164894, 3487164892, 3487164890, 3487164889, 3487164888, 3487164887, 3487164886, 3487164885, 3487068299]"
341558642,residential,Unnamed,"[3487164885, 3487164891, 3487164893, 3487164896, 3487164898]"
341558643,residential,Unnamed,"[3487164905, 3487164907, 3487164908, 3487164909, 3487164910, 3487164911, 3487164914, 3487164913, 3487164912]"
341558974,unclassified,Unnamed,"[2041480012, 3487166571, 3487166574, 9706819420, 3487166569, 3487166577]"
341558975,unclassified,Unnamed,"[2041479306, 3491937944, 9780969092, 3487166557, 11050889345, 3487166564, 3487166561, 3487166556, 3487166549, 11050889344, 3487166546, 3491954666, 3487166536]"
341558976,unclassified,Unnamed,"[3487166568, 3491948756, 3491948755, 3487166567, 3487166566, 3487166558, 3487166553, 3487166551, 3487166552, 3487166555, 3487166554, 3487166550, 3487166547, 3487166545, 3487166544, 3487166543, 3487166541, 3487166539, 3487166538, 3488635573, 3487166537, 3491954665, 3487166536]"
341559727,residential,Unnamed,"[2516879231, 3487170891, 3487171293, 3487171297, 6290086959, 3487171302, 6290086960, 3487171305, 3487171306, 3487171309, 3487171310, 3487171312, 13086571519]"
341559729,residential,Unnamed,"[3487170872, 3487170873, 3487170874, 3487170875, 3487170876, 3487170877, 3487170878, 13086571522, 3487170879, 3487170880, 3487170883, 3487170884, 3487170887]"
341559731,residential,Unnamed,"[3487170881, 3487170885, 3487170886, 3487170890, 3487171298, 3487171300, 3487171304, 3487171307, 13086571519, 3487171311, 3487171321, 3487171325, 3487171328, 3487171330, 3487171335, 3487171344]"
341559734,residential,Unnamed,"[3487171326, 3487171329, 3487171337, 3487171340, 3487171339, 3487171334, 3487171332, 3487171331, 3487171333, 3487171336, 3487171341, 3487171342, 3487170360, 3487171343, 3487171344, 3504652138, 3487171345, 3487171347, 3487171348, 3487171352, 3487170361, 3487171354, 6290086962, 3487171356, 3487171355, 3487171353, 3487171351, 3487171350, 3487171349, 2516832471]"
341559736,residential,Unnamed,"[3487171311, 3487171316, 6290086961, 3487171320, 3487171319]"
341559739,residential,Unnamed,"[3482399002, 10672301795, 3487170864, 6291494608, 10672301794, 3487170865, 10672301793, 3487170866, 10672301792, 3487170867, 13086571547, 3487170868, 6291494607, 3487170869, 10672301791, 3487170870]"
341560371,path,Unnamed,"[1906619744, 3487170336, 3487170337, 3487170338, 3487170339, 3487170340, 3487170341, 3487170342, 3487170343, 3487170344, 3487170345, 3492669436, 3487170346]"
341560372,path,Unnamed,"[3487170339, 4502267690, 3487170347, 3487170348, 3487170349]"
341560385,path,Unnamed,"[2520644662, 3487170383, 3487170384, 3487170385, 3487170386, 3487170387, 3487170388, 3487170392, 3487175794, 3487175801, 3487175803, 3487175804]"
341560386,path,Unnamed,"[3487170388, 3487170389, 3487170390, 3487170391, 3487175793, 3487175795, 3487175797, 3487175802, 3487175800, 3487175799, 3487175798, 3487175796]"
341560387,residential,Unnamed,"[2520641500, 3487170371, 3487170372, 3487170373, 3487170374, 6291686048, 3487170376, 6291686047, 6291686046, 3487170375, 6291686045, 3487170377, 6291686044, 3487170378, 3487170379, 3487170380, 3487170381, 3487170382]"
341560388,residential,Unnamed,"[3487170363, 6291686040, 3487170364, 6291686038, 3487170362, 3487170360]"
341560646,residential,Unnamed,"[3487178170, 3487178168, 3487178167, 3487178169]"
341560647,residential,Unnamed,"[2520641491, 3487178169, 3487178166, 3487178165, 3487178164, 3487178163, 3487178162, 3487178161, 6291686042, 6291686043, 6291686041, 6291686039, 3487170363]"
341560948,residential,Unnamed,"[3487179760, 3487179759, 3487179757, 3487179755, 3487179754, 3487179753, 3487179752, 3487179751, 3487179750]"
341562222,residential,Unnamed,"[1801288251, 3487187643, 3487187647, 3487187648, 3487187651, 3487187653, 3487187650, 3487187646, 3487187645, 3487187644, 3487187642, 3487187641, 3487187640, 3487187639, 3487187638, 3487187637, 3487187636, 3487187635, 3487187634, 3487187633, 3487187623]"
341562223,residential,Unnamed,"[1801288191, 3487187612, 3487187613, 3487187614, 3487187615, 3487187616, 3487187617, 3487187618, 3487187619, 3487187620, 3487187621, 3487187623, 3487187622, 3487187624, 3487187625, 3487187628, 3487187629, 3487187632, 3487187631, 3487187630, 3487187627, 3487187626]"
341562224,residential,Unnamed,"[3487187606, 3487187607, 3487187610, 8479594117, 8479527616, 8479527615]"
341562225,residential,Unnamed,"[3487187652, 3487187655, 3487187657]"
341562226,residential,Unnamed,"[3487187609, 3487187606, 8479527612, 3487187605]"
341562227,residential,Unnamed,"[3487187656, 3487187654, 3487187652, 3487187649, 3487187641]"
341562228,residential,Unnamed,"[3487187091, 3487187593, 8479527611, 10001387068, 3487187594, 3487187597]"
341562229,residential,Unnamed,"[3487187611, 3487187608, 10001432678, 3487187604, 3487187601, 3487187602, 3487187603, 3487187600, 3487187596, 3487187599, 3487187598]"
341562847,residential,Unnamed,"[3487190893, 3487190790]"
341562848,residential,Unnamed,"[3487190791, 11977562688, 3487190896, 3487190897]"
341562849,residential,Unnamed,"[3487190788, 3487190791, 3487190789]"
341563270,path,Unnamed,"[2516818174, 3487193384, 3487193385, 3487193386, 4492209072]"
341563273,path,Unnamed,"[3487193398, 3487193399, 3487193400, 3487193401, 3487193402, 3487193403, 3487193404, 3487193418, 3487193405, 3487193406, 3487193407, 3487193408, 3487193425, 3487193409, 3487193410, 3487193411, 3487193412, 3487193413, 11880664845, 3487193414, 3487193415, 3487193416, 3487193417]"
341563274,path,Unnamed,"[3487193418, 3487193419, 3487193420, 3487193421, 3487193422, 3487193423, 3487193424]"
341563275,path,Unnamed,"[3487193422, 3487193425]"
341563321,residential,Unnamed,"[3476866798, 4975974290, 3487192765, 4975974289, 3487192766, 4975974288, 3487192767, 4975974287, 4975974286, 3487192768, 3487192769, 3487192770]"
341563322,residential,Unnamed,"[3487192771, 3487192772, 3487192773, 3487192774, 3487192775, 3476866809]"
341563323,residential,Unnamed,"[3487192776, 3493593035, 3487192777, 3487192778, 3487192779, 3487192780, 3487192781, 3487192782, 3487192783, 3487192784, 3487192792]"
341563324,residential,Unnamed,"[3487192790, 3487192791, 3487192792]"
341563325,residential,Unnamed,"[3487193793, 3487193794]"
341563326,residential,Unnamed,"[3487193796, 3487193797]"
341563327,residential,Unnamed,"[2296820686, 4986389618, 3487193798, 3487193799, 3487193800]"
341563328,residential,Unnamed,"[3487193798, 3487193801]"
341563329,residential,Unnamed,"[3487193803, 3487193804, 3487193810, 3487193805]"
341563331,residential,Unnamed,"[2296820845, 4975974277, 3487193811]"
341563332,residential,Unnamed,"[3482680731, 3487193813, 3487193814, 3487193815]"
341563333,residential,Unnamed,"[3487193816, 3487193817, 3487193818, 3487193819]"
341564010,residential,Unnamed,"[3487170369, 3487196949, 6291686052, 3487196950, 6291686051, 3487196954, 3487196956, 3487196953, 3487196951, 3487196952, 3487196955, 3487196957, 6291686050, 2516832451]"
341564011,residential,Unnamed,"[3487196965, 11702581131, 3487196966, 3487196967, 3487196968, 3487196969, 3487196970]"
341565089,residential,Unnamed,"[3487202276, 3487202275, 3487202274, 3487202273, 3487202272, 3487202271, 3487187656]"
341566163,residential,Unnamed,"[2181547146, 3487208288, 3487208287]"
341566164,residential,Unnamed,"[3487208299, 3487208294, 3487208290]"
341566165,residential,Unnamed,"[3487208298, 3487208293, 3487208289, 3487208290, 3487208291]"
341566166,residential,Unnamed,"[3487208300, 3487208299, 3487208298, 3487208297, 3487208296]"
341566167,residential,Unnamed,"[3487208295, 3487208294, 3487208293, 3487208292, 3487208297]"
341566403,residential,Unnamed,"[3071504211, 3071504342, 3487209803]"
341566404,residential,Unnamed,"[3487209804, 3487209805, 3487209806, 3487209807, 3071504211]"
341566410,residential,Unnamed,"[3487209830, 10921338851, 3487209831, 3487209832, 10921338850, 3487209833]"
341566411,residential,Unnamed,"[12098464637, 3487209837, 3487209840, 6095231968]"
341566412,residential,Unnamed,"[2516848602, 6094806397, 6094806398, 6094806399, 6094806400, 6094806401, 6094806402, 6094806403, 6094806404, 6094806405, 6094806406, 6094806407, 6094806408, 6094806409, 6094806410, 3487209841, 3487209842, 3487209843, 3487209844, 3487209845, 3487209846]"
341566413,residential,Unnamed,"[3487209847, 3487209848, 3487209849, 6094807056, 6094807055]"
341566414,residential,Unnamed,"[3487209850, 3487209851, 3487209852, 3487209853, 6095232213, 3487209854, 3487209855]"
341566416,residential,Unnamed,"[3487209854, 3487209856, 10921338852, 3487209864]"
341566418,residential,Unnamed,"[13426178236, 3487209863, 13426178235, 3487209864]"
341566433,unclassified,Unnamed,"[3487209921, 3487209922, 3487209923, 3487209924, 3487209925, 3487209926, 3487209927]"
341566434,unclassified,Unnamed,"[3487209925, 3487209928, 6094851129, 6094851142]"
341566435,unclassified,Unnamed,"[3487209927, 3487209929, 3487209930, 3487209931]"
341566436,unclassified,Unnamed,"[1832430364, 3487209933]"
341566438,unclassified,Unnamed,"[3487209933, 3487209935, 6094851142, 3487209936, 7713222866, 3487209937, 3487209938, 3503316454]"
341566439,unclassified,Unnamed,"[3487209939, 9262660525, 6094677834, 3487209940, 3487209941]"
341566440,unclassified,Unnamed,"[3487209942, 3487209943, 3487209944, 3487209945, 3487209946, 3487209947]"
341566442,residential,Unnamed,"[3487209959, 3487209960, 3487209961, 3487209962, 3487209963, 3487209964, 3487209965]"
341566443,residential,Unnamed,"[3487209965, 3487209968, 3487209953]"
341566444,residential,Unnamed,"[3487209959, 3487209969]"
341566450,service,Unnamed,"[3487209986, 6672510925, 3487209987]"
341566452,service,Unnamed,"[3487209987, 3487209989, 3487209997, 3487209993, 3487209996]"
341566455,service,Unnamed,"[3487209997, 6672510926, 3487209999]"
341566477,residential,Unnamed,"[3487210078, 4520035346, 6098903520, 3487210079]"
341566478,residential,Unnamed,"[3487210079, 3487210080]"
341566936,residential,Unnamed,"[3487210667, 6289698765, 6289698766, 3487210668, 3487210669, 3487210670, 3487210671, 6289698767, 3487210673, 3487210676, 3487210678, 3487210683, 3487210684, 3487210689, 6289698754]"
341566937,residential,Unnamed,"[3487210690, 3487210687, 3487210685]"
341566938,residential,Unnamed,"[3487210672, 3487210675, 3487210677]"
341566939,residential,Unnamed,"[3487210674, 3487210682, 3487210686, 3487210688, 3487210690, 3487210692, 1127867891]"
341567947,residential,Unnamed,"[3487217644, 8415719109, 3487217646]"
341567948,path,Unnamed,"[3487217656, 3487217658, 3487217661, 3487217664]"
341567950,residential,Unnamed,"[3487217652, 3487217650, 3487217647, 8415773029, 3487217648, 3487217649, 3487217651]"
341567951,residential,Unnamed,"[3487217653, 3487217655, 3487217657, 3487217660, 3487217662, 3487217663, 3483257421]"
341576405,residential,Unnamed,"[3487279464, 3487279466]"
341590281,residential,Unnamed,"[3487385177, 3487385178, 3487385179, 8357151387, 3487385180]"
