osm_id,highway_type,name,nodes
191870122,path,Unnamed,"[2024356180, 2525239277, 2024356178, 2525239275, 8422793274, 2024356177, 2024356173, 2024356174, 2024356175, 2024356179, 2024356181]"
191870123,residential,Unnamed,"[2024356203, 2024356198]"
192049650,residential,Bhitri Kholagaul Marga,"[932366286, 13019001953, 2026094170, 2089552941, 13019001949, 13019001948, 2026094167, 2089497418, 2026094163, 2026094160, 2026094159, 6126314287, 2026094157, 2026094156, 2026094154, 5049966231, 5049966232, 5049966230]"
192049651,residential,Unnamed,"[2026094159, 5085635892, 2026094161]"
192052577,residential,Unnamed,"[2157327654, 3432933484, 2157327653, 2157327662, 2157327664, 2157327657, 2157327656, 2157327659, 2157327655, 2026118061, 6089360399, 6089360398, 8493596409, 2026117897, 1274031186]"
192091357,residential,Deurali Marg,"[1382824238, 2026506191, 2026506190, 2026506194]"
192180295,residential,Shree Marga,"[1399446496, 1955852130, 1955852129, 11733936608, 11733936607, 11733936602, 11733936603, 11733936606, 11733936604, 11733936605, 1399446487]"
192225620,footway,Unnamed,"[2027874511, 3483609062, 2027874512, 2027874513]"
192229532,residential,Unnamed,"[2027904876, 2027904868]"
192230436,footway,Unnamed,"[2027912414, 2027912413, 2027912412, 6094590733, 2027912411, 2027912416]"
192230499,footway,Kumari Devi Marga,"[1950327087, 1950327086, 1955840819, 2036118120, 2036118118, 1950327088, 2036118132, 1950327089, 1950327090, 2036118137, 1278029458]"
192230500,footway,Unnamed,"[932366331, 2027912793, 1955840819]"
192292495,residential,Nirajan Bikram Marga,"[2028487480, 2028487483]"
192307575,residential,Unnamed,"[2028654048, 2028654012, 2028654009, 2028654006, 2028653991, 6078077845, 6078077844, 6078077843, 6078077842, 6078077841, 6078077840, 6078077839, 6078077833, 6078077838, 6078077837, 6078077836, 6078077835, 3547382805]"
192481680,footway,Unnamed,"[2030361247, 2030361243, 2030361238, 2030361236, 2030361239, 3017734121, 2030361233, 2030361235]"
192481683,footway,Unnamed,"[2030361158, 2030361144, 2030361140, 2030361138, 2030361136, 2030361134, 2030361132, 2030361126, 8494160580, 2030361125, 1347468343]"
192481686,residential,Unnamed,"[2030361156, 2030361160, 2030361162, 2030361163, 2030361164, 2030361165, 4418404823, 2030361166]"
192481687,residential,Unnamed,"[2030361128, 2030361122]"
192481689,residential,Unnamed,"[2030361096, 2030361098]"
192575793,residential,Surya Kot Marg,"[1906601046, 6078272512, 1906601037, 6078272564, 8506768297, 6078272565, 6078272292, 11734304576, 1906601012, 1835345450, 1835345451, 1835345449, 6081374040, 1835345443, 8444255575, 1835345409, 9485432884, 8442740992, 1835345373, 8442740994, 1835345360, 9465566337, 1835345323, 1906664425, 1835345320, 2303831928, 2099483659]"
192590606,residential,Unnamed,"[1382824362, 2031401975, 2031401974, 10111195554, 10111195553, 8450113474, 2031401973, 6858007070, 2031401977, 10111195555, 6858007071, 2031401972, 10111195556, 10111195557, 2031401971, 2031401970, 2031401969, 1281221696]"
192590607,residential,Unnamed,"[1382824329, 2031401969]"
192590608,residential,Unnamed,"[1382824387, 2031401980, 2031401979, 2031401978]"
192614982,service,Unnamed,"[2031624594, 2031624592, 2031624593]"
192882938,residential,Unnamed,"[1887881197, 2450167954, 1887881193, 1887881189]"
192888663,residential,Lalita Marg,"[480426828, 10996572985, 415835062]"
192888664,footway,Unnamed,"[2015437477, 2034294909, 2034533101, 2034294910]"
192892517,residential,ChhakkuBakku Marg,"[1281222325, 10911298565, 5223721580, 1385604016, 10917626303, 1385604025, 1385604028, 10917626302, 1385604036, 1882466128, 1950423233, 12067507842, 12067507843, 12067507844, 12067507845, 1950423238, 1950423240]"
192898460,residential,Unnamed,"[2034381982, 2034381107, 2034381088, 2034381104, 2034381097, 2034381096, 2034381099, 2034381108]"
192916593,residential,Unnamed,"[2034525897, 2034525906]"
192916594,residential,Byayam Marg,"[1950321415, 2034525876, 2034525897, 2034525880]"
192916595,residential,Unnamed,"[2488141201, 1950321409, 1950321415]"
192916598,residential,Shanti Marga,"[1950316954, 13020123142, 1950316955, 1950316966, 1950316956, 2490594945, 13020123143, 1950316957, 13020123138, 13020123139, 13020123140, 13020123141]"
192916602,residential,Unnamed,"[2034525914, 2034525912]"
192917223,footway,Ajima Galli,"[1950323198, 8431011763, 1950323196, 8431011740, 1950323197]"
192917231,footway,Unnamed,"[2034533101, 2034533102]"
192917232,residential,Tukucha Marga,"[2034533058, 1950323212]"
192917233,footway,Unnamed,"[2014173176, 2462422945, 2034533066]"
192917234,residential,Unnamed,"[2034533045, 2034533048, 2034533050, 2034533051]"
192917235,residential,Unnamed,"[1490246629, 2034533061, 2034533063, 2034533065]"
192917236,residential,Tukucha Marga,"[1950323212, 1490246629, 1490246595, 1808948405, 2014173165, 1808948407, 1808948409, 1808948413]"
192919377,residential,Unnamed,"[2034553790, 1950336149, 1950336152, 6098180486, 1950336156]"
192919378,residential,Unnamed,"[2034553789, 2090626870, 6094528532, 8540819427, 1279198239, 8540839918, 8540819426, 1279198142, 8540839919, 8540839920, 8540819421, 2509301947, 1279198148, 8540819424, 2509301949, 8540819425, 1044353073]"
193066959,footway,Dhwang la:,"[1866803443, 1866803441, 1895828571]"
193071102,residential,Unnamed,"[1651317332, 3487151140, 2036034084, 2036034104, 2036034100, 2036034090, 2036034085, 2036034083, 2036034096, 3289655364, 2036034102, 2036034088, 2036034099, 2036034094, 2036034105, 2036034097, 2036034095, 2036034098, 2036034103, 2036034101, 2036034092, 2036034087, 2036034086]"
193072489,track,Unnamed,"[2036034095, 2036039142]"
193072490,track,Unnamed,"[1895835797, 2062654860, 2036039125, 3503318528, 2036039152, 2036039126, 2036039124, 2036039142, 2036039134, 2036039141, 2036039129, 2036039122, 3503318539, 2036039133, 2036039156, 2036039151, 2036039123, 2036039128, 2036039148, 2036039153, 2036039159, 1818583773]"
193072491,track,Unnamed,"[2036039152, 9671538564, 9671538563, 2036039161, 2036039131, 2036039160, 2036039146, 2036039158, 2036039166, 2036039135, 2036039132, 2036039149, 9671538557, 2036039165, 2036039150, 1866803482]"
193072492,track,Unnamed,"[1895835871, 2036039143, 2036039163, 2036039127, 4718683484, 2036039145, 2036039155, 2036039162, 2036034088]"
193085043,trunk,Kathmandu Ringroad,"[1751049605, 6275508291, 6275508290, 6275508289, 10926005591, 6275508288, 6275508287, 6275508286, 6275508285, 6275508284, 6275508283, 6275508282, 6275508281, 6275508280, 6275508279, 6275508278, 10926005603, 6275508277, 1871829961, 10926005602, 6275508276, 6275508275, 6275508274, 6275508273, 6275508270, 6275508269, 6275508268, 6275508264, 6275508263, 6275508262, 6275508261, 6275508260, 6275508259, 9916618351, 1496573277, 10945732709, 6275508258, 6275508257, 6275508256, 6275508255, 2164900451, 6275508253, 6275508252, 6275508251, 6275508250, 1832603431, 6275508249, 6275508248, 6275508246, 6275508245, 6275508244, 6275508242, 6275508241, 6275508240, 1966262297, 6275508239, 6275508236, 10945732699, 10922217202, 10922217203, 10922217204, 10945732692, 10925907341, 10922217180, 10922217182, 10922217183, 10922217184, 10922217185, 10922217186, 10922217187, 10945732688, 10922217188, 10922217189, 10922217190, 10922227605, 10922217191, 10922217192, 10922217193, 10922217194, 10922217195, 10922217196, 10922217197, 10922217198, 10922217199, 10922217200, 10922217201, 10945732682, 1667090463, 10929897543, 10922217165, 10922217178, 10922217166, 10922217167, 10922217168, 10922217169, 10922217170, 10922217179, 10922217171, 10922217172, 10922217173, 10922217174, 10922217175, 10922217176, 10922217177, 6275508198, 10922217164, 13109947334]"
193085046,residential,Unnamed,"[2036074894, 2036074904]"
193099759,service,Unnamed,"[2036184818, 2036130955, 8418299071, 2057264936]"
193099760,service,Unnamed,"[2036184823, 6092321253, 2057264937, 11256882661, 11256882660, 9514971814, 6092321257, 6092321254, 2036184837, 6092321263, 2036184825, 6092321262, 2036184808, 2036184804]"
193099762,service,Unnamed,"[3653214649, 3430641256, 2036184804, 2036184802, 2036184823, 10063914943, 2036184883]"
193099763,service,Unnamed,"[2036184804, 2057264937, 2036184861, 10063914942, 2036184886, 2036184888]"
193099764,service,Unnamed,"[2036184837, 2036184848, 2036184846, 2036184832, 2036184818, 2036184810]"
193104255,residential,Bal Mandir Road,"[1279198211, 1490246636, 1279198216]"
193104271,service,Unnamed,"[1979266888, 2035873157, 10804123215, 2036232474, 2036232476, 2103833155]"
193255920,service,Unnamed,"[2037750235, 2037750266]"
193289325,trunk,Kathmandu Ringroad,"[5645760469, 9998042570, 8962128088, 3045212597, 3045212593, 2038006738]"
193289326,trunk,Kathmandu Ringroad,"[6275508137, 9992874719, 1909209730, 10060729110, 1899616705, 10060729112, 5645760470]"
193289327,trunk,Kathmandu Ringroad,"[3045212619, 11555862808, 268308347, 5645760471, 9992874720, 5645760472]"
193291241,secondary,बालकुमारी-बालकोट सडक,"[2038027330, 2038027331]"
193291242,tertiary,बालकुमारी-बालकोट सडक,"[2038027331, 3637832686, 1835357457, 8567052497, 3518715789, 1835357459, 3518753749, 3637832687, 3637832689, 1835357467, 10921122450, 10921122449]"
193291243,unclassified,Unnamed,"[2038027326, 1835357414]"
193291244,unclassified,Kharibot Marga,"[1835357414, 3483656865, 2038027328, 2038027329, 3514803766, 6275508004]"
193292273,residential,Sundhara Okubhal Street,"[564129612, 4889540929, 4366660029, 2212699461, 2038035242, 4910474764, 1942462601]"
193292274,residential,Unnamed,"[1835356822, 1835356736, 3484304636, 1835356697]"
193292275,residential,Unnamed,"[1382902542, 4889498334, 1382902538, 3726088815, 1382902537, 1966262217, 4889498335, 1966262081, 1966262107]"
193443061,residential,Unnamed,"[2039616841, 2039616852]"
193443062,service,Unnamed,"[2039616772, 2066112758, 2115210423]"
193443063,service,Unnamed,"[9952013547, 1918582469]"
193443064,service,Unnamed,"[2421549188, 2021110608, 2039616772]"
193443065,service,Unnamed,"[480423628, 2039616794, 2039616791, 2115210423, 2039616784, 2039616782, 2039616779, 2039616776, 2039616775]"
193443773,footway,Unnamed,"[1906664445, 2039623018, 2039623017, 6078371399, 6078369734, 2039623015, 2039623014, 2039623013, 2039623016]"
193448731,path,Unnamed,"[2039710696, 2039710661, 2039710688, 2039710742, 2039710689, 3487047212, 4502238171, 3503338322, 2039710692, 2039710727, 9763282065, 2039710680, 9706560732, 2039710701, 2039710739, 2039710715, 2039710670, 2039710660, 2039710750, 2039710681, 2039710690, 2039710662, 2039710669, 2039710676, 2039710700, 2039710697, 9710758817, 9710758818, 2039710706, 9710758819, 2039710699, 2039710667, 2039710664, 10013369953, 10013369952, 2039710663, 10013369951, 2039710710, 457280735]"
193448732,path,Unnamed,"[2039710712, 2039710703, 10262191462, 2039710713, 2039710724, 2039710675, 2039710708, 3240570302, 2039710734, 4419177906, 2039710694, 3492666791, 4419177904, 2039710729, 3492669403, 3492669404, 2039710723, 2039710722, 2039710714, 2039710719, 2039710707, 2039710677, 2039710705, 2039710691, 2039710721, 2039710717, 2039710745, 2039710704, 3503338308, 2039710671, 3240570307, 2039710742, 2039710741, 3503338315, 2039710668, 2039710726, 457280627]"
193448733,path,Unnamed,"[2039710710, 2039710684, 2039710679, 2039710746, 2039710685, 2039710673, 2039710731, 2039710709, 2039710730, 2039710733, 2039710735, 2039710698, 2039710728, 2039710711, 457280689, 2039710740, 9763791008, 2039710672, 2039710747, 2039710686, 2039710748, 9763791003, 2039710732, 9763791002, 9763791011, 2039710718, 9763791001, 9706590974, 2039710693, 2039710738, 9763791000, 2039710678, 9763790999, 9763790998, 9763790997, 9763790996, 2039710749, 2039710695, 2039710743, 2039710666, 2039710744, 2039710674, 2039710687, 2039710725, 2039710716, 457280720]"
193619973,residential,Unnamed,"[2041461846, 3492633116, 2041461859, 2041461867, 2041461874, 6352840364, 2041461856, 2041461877, 2041461870, 2041461914, 3492633236, 3492633244, 2041461898, 2041461847, 2041461839, 2041461904, 6352840365, 6352840366, 2041461845, 6352840367, 2041461884, 6352840368, 2041461857, 2041461903, 2041461862, 2041461840, 2041461899, 2041461855, 6352840369, 2041461860, 2041461836, 6352840370, 2041461894, 6352840371, 2041461909, 6352840372, 6352840374, 6352840373, 2041461850, 2041461852, 3509608265, 2041461880, 3509608267, 2041461882, 2041461868, 2041461876, 2041461897, 2041461910, 3270125004, 2041461917, 2041461890, 2041461871, 3240755719, 2041461883, 2041461863, 2041461885, 2041461854, 2041461895, 3240755718, 2041461913, 2041461896, 2041461843, 2041461878, 6352840380, 2041461887, 6352840381, 2041461893, 2041461851, 2041461916, 6352840382, 6352840383, 2041461912, 3509988111, 2041461911, 3240755717, 6352840384, 2041461835, 6352840785, 2041461901, 2041461875, 1124397574]"
193619974,residential,Jakha Road,"[1819871910, 2041461849, 10013359682, 2041461908, 2052414245, 2041461889, 2052414247, 2041461888, 2052414248, 2041461891, 2041461848, 2041461865, 2041461879, 2041461861, 2041461886, 2041461907, 2041461900, 2041461905, 2041461858, 4514772611, 2041461853, 3492633139, 4502181358, 2041461881, 2041461844, 2041461915, 2041461846, 2041461866, 2041461869, 2041461842, 3259587367, 2041461864, 2041461834, 2041461841, 2041461873, 9732320261, 2041461838, 2041461902, 2041461837, 2041461892, 1819871872]"
193620384,residential,Unnamed,"[2041461852, 6352840375, 2041463547, 6352840376, 2041463549, 9757058428, 6352840377, 2041463543, 3240790442, 2041463537, 9606284227, 2041463541, 6352840378, 6352840379, 2041463532, 2041463530, 9606284220, 3463210337, 2041463551, 2041463539, 9572582106, 2041463534, 457280730]"
193622208,residential,Unnamed,"[1916812376, 2041479331, 2041479307, 2041479338, 2041479320, 2041479341, 2041479339, 2041479309, 2041479314, 2041479355, 2041479333, 2041479336, 2041479356, 2041479294, 3480547568, 2041479312, 2041479330, 3480547561, 2041479337, 2041479324, 2041479304, 2041479301, 2041479297, 2041479317, 2041479308, 2041479303, 2041479298, 2041479347, 2041479318, 2041479328, 2041479346, 2041479354, 2041479321, 2041479319, 2041479344, 2041479361, 2041479360, 2041479329, 2041479322, 2041479353, 2041479313, 6289230750, 2041479310, 2041479325, 2041479299, 2041479295, 2041479345, 2041479352, 2041479349, 2041479305, 2041479302, 2041479311, 2041479327, 2041479351, 2041479357, 2041479300, 2102550756, 2041479296, 9610862589, 2041479323, 2041479334, 2041479332, 2041479335, 2041479326, 2041479359, 2041479315, 2041479343, 2041479342, 3491937945, 2041479306]"
193622295,residential,Unnamed,"[2041479322, 2041480006, 6289221691, 2041480012, 2041480033, 2041479995, 6289221692, 11897955048, 2041479997, 6289221693, 2041480002, 2041480029, 2041480008, 2041479983, 2041479981, 2041480000, 3491948761, 2041480024, 2041479989, 2041480031, 2041480035, 2041480026, 11056193999, 2041480020, 9612524629, 2041480016]"
193623229,path,Unnamed,"[2041489212, 3491885844, 2041489263, 9706717623, 2041489355, 3491885847, 3491885848, 3491885849, 2041489231, 9706717631, 2041489232, 9706717630, 9765957082, 9765957083, 2041489258, 3491885850, 9706717629, 2041489312, 2041489267, 9706717628, 2041489235, 9706717627, 2041489217, 9706717626, 2041489316, 9706717625, 9706717617, 3491885846, 9706701816, 3491885845, 2041489250, 2041489349, 2041489342, 2041489305, 2041489336, 2041489334, 3491885835, 2041489295, 3491885832, 2041489219, 2041489285, 2041489318, 2041489320, 2041489277, 2041489283, 2041489254, 2041489281, 3484939993, 2041489256, 2041489271, 2041489221, 2041489301, 2041489248, 2041489330, 2041489261, 2041489233, 2041489227, 2041489307, 2041489303, 2041489332, 2041489289, 2041489228, 2041489357, 2041489309, 2041489236, 2041489351, 3484940085, 2041489348, 2041489340, 2041489260, 2041489265, 2041489275, 2041489328, 2041489252, 2041489273, 2041489314, 2041489346, 2041489361, 2041489237, 2041489287]"
193623416,unclassified,Unnamed,"[336247212, 5126823360, 2041493404, 3060526049, 12908949101, 12908947200, 2041493408, 2041493402, 12908947199, 5050048174, 2041493376, 2041493407, 4508491662, 4508491660, 4508491661, 5050656904, 2041493416, 2041493443, 12908947159, 6289221688, 7669511414, 12908947158, 2041493417, 12908947157, 2041493395, 2041493394, 6289221689, 11050889336, 2041493393, 11050889337, 11050889338, 2041493439, 12908947156, 2041493415, 2041493414, 12908947155, 12908947154, 2041493437, 12908947153, 12908947152, 2041493384, 12908947148, 12908947149, 2041493400, 2041493383, 12908947150, 12908947151, 4500367148, 2041493377, 2041493427, 4500367147, 12908947147, 2041493429, 4500367149, 12908947146, 4500367146, 2041493391, 2041493411, 12908947145, 2041493399, 2041493432, 12908947144, 2041493428, 2041493387, 2041493420, 12908947143, 2041493433, 11050889339, 12908947142, 11050889340, 12908947141, 12908947140, 2041493409, 12908947139, 2041493421, 11050889341, 2041493396, 12908947121, 12908947122, 2041493390, 12908947123, 2041493380, 12908947124, 11050889342, 12908947125, 12908947126, 2041493441, 2041493382, 12908947127, 6289221690, 12908947128, 2041493438, 12908947129, 2041493430, 2041493398, 2041493403, 12908947133, 2041493442, 12908947134, 2041493388, 3491912275, 3491912274, 2041493401, 2041493434, 3491912276, 3491912277, 2041493451, 3491885820, 2041493440, 9597039184, 9597039185, 9597039186, 2041493431, 2041493445, 3491885833, 2041493389, 3491885831, 9597039187, 11050889343, 2041493410, 2041493418, 3491885834, 2041493386, 2041493397, 3491885836, 2041493448, 3491885837, 2041493453, 2041493454, 9597039188, 3491885839, 2041493412, 2041493413, 3491885838, 2041493425, 2041493374, 2041493419, 2041493446, 9597039189, 2041493385, 2041493379, 2041493450, 2041493447, 2041493449, 3490721591, 2041493423, 2041493452, 2041493378, 3490721735, 2041493444, 3491912278, 2041493435, 3491912279, 3491912280, 2041493424, 3490721796]"
193631166,service,Unnamed,"[558561820, 558561821, 558561822, 2041565757, 558561823, 2041565761, 558561824, 2041565745, 1390371784, 2041565713, 2041565707, 1390371786, 2041565693, 2041565689, 2041565679, 558561825, 2041565675, 558561820]"
193647753,residential,19 Pipalbot Marga,"[2041703542, 2041703546, 2041703532, 2041703552, 2041703560]"
193705374,secondary,Unnamed,"[2042215193, 2042215195]"
193705376,secondary,Unnamed,"[2042215195, 12344171111, 6098739238, 4911981520, 3013794646, 3013794645, 4911986830, 4914887980, 2042215196, 2042215197, 4914887973, 12344123493, 12344123494, 1805062954, 3511456911]"
193705377,tertiary,कान्ति पथ,"[31152551, 6540538703, 1803547400, 6540538699, 1490263257]"
193927814,secondary,पुल्चोक देखि मङ्गलबजार सडक,"[6684876432, 6684876433, 6684876436, 1880114685, 6684876439, 1879942072, 6684876438, 1880051657]"
193934152,residential,Unnamed,"[1832593625, 10910003027, 10910003025, 4911937575, 10910003026, 4911937576, 10910003028, 10910003024, 10910003023, 1832593593]"
193934153,residential,Shanta Marga,"[1123078699, 1832593640, 4911932985, 1832593633, 1832593627, 1832593625, 4912036019, 4912036018, 1832593615, 1832593607, 1832593596]"
194056128,service,Unnamed,"[2045659236, 2045659235, 2045659228, 2045659227, 2045659231, 2045659240, 2045659249, 2045659261, 1832429612]"
194056129,residential,Unnamed,"[2184986262, 2045659440, 3483265473, 2045659439, 2045659438, 3489014632, 2045659437, 3483265429, 2045659429, 2045659418, 2045659419, 11332620321, 2045659411, 2045659399]"
194056130,residential,Unnamed,"[10926712932, 10926712940, 10926712941, 10926712942, 10926712943, 10926712944, 10926712945, 10926712946, 10926712947, 10926712948, 10926712956, 10926712949, 10926712950, 10926712951, 10926712952, 10926712953, 10926712954, 10926712955, 1832429663, 2045659363, 1832429674, 1832429678, 1832429680, 2045659387, 5319910994, 1832429697, 2045659394, 1832429699]"
194056131,residential,Unnamed,"[2045659418, 1832429699, 2045659396, 2045659399]"
194056132,service,Unnamed,"[2045659259, 10926712939, 1832429554, 2045659224, 1832429541]"
194056133,residential,Unnamed,"[2045659399, 2045659404, 3483265400, 2045659414, 1832429713, 2045659407, 2045659401, 3503148992, 2045659397, 1832429695]"
194056134,service,Unnamed,"[2045659297, 2045659300, 2045659306, 2045659311, 2045659314, 2045659315, 2045659313, 2045659307, 10926712937, 10926712936, 10926712935, 10926712934, 10926712933, 2045659297]"
194056136,service,Unnamed,"[2045659288, 2045659289, 2045659290, 2045659287, 2045659284, 2045659279, 2045659275, 2045659272, 2045659263, 2045659260, 2045659257, 2045659256, 2045659255, 1832429601, 2045659259, 2045659262, 2045659267, 2045659269, 2045659273, 2045659276, 2045659281, 10926712932, 2045659282, 2045659283, 2045659285, 2045659286, 2045659288]"
194057081,service,Unnamed,"[1281228437, 10921422904, 6538404740, 4331927176, 2045665368, 10917648758, 10917648727, 10911951988, 10911951986, 10911951985, 10911951984, 10911951983, 10911951982, 10911951981, 10911951980, 10911951979, 10911951978, 10911951977, 10911951976, 10911951975, 10911950302, 10911951974, 10911950303, 10911951973, 10911951972, 10911951971, 10911951970, 10911951969, 10911951968, 10911951967, 10911951966, 10911951965, 10911951964, 10911951963, 10911951962, 10911951987, 10921422902, 2045665333, 4331927945, 4331927895, 10921422903, 2045665429]"
194057084,footway,Unnamed,"[2045664753, 6082245899, 4514747055, 9482949701, 8510209004, 2045664750]"
194058252,service,Unnamed,"[2103614757, 2045675739, 2045675729, 2045675711, 2045675698, 2045675691, 2045675686, 2045675683, 2045675684, 2045675685, 2045675695, 2045675697, 2045675704, 2045675715, 2045675733, 2045675738, 2045675739]"
194253269,residential,Unnamed,"[2047751803, 2047751808, 2047751801, 2047751795, 2047751791, 2047751793, 2047751789, 2047751799, 2047751797, 2047751805, 2047751806]"
194286932,residential,Unnamed,"[360702832, 2048110301, 2048110304]"
194286933,residential,Unnamed,"[2048110277, 12920795453, 2048110287, 2048110296, 2048110298, 2048110295]"
194286941,residential,Unnamed,"[2048110316, 2048110320, 3491727736, 2048110324, 2048110328, 4170337648, 4170337647, 2048110322]"
194286942,unclassified,Unnamed,"[1835421714, 2048110216, 5577639829, 2048110194, 6988775772, 2048110183, 2048110179, 2048110167]"
194431644,service,Unnamed,"[2049335617, 2049335615, 10907243449, 2049335613]"
194442913,footway,Unnamed,"[1879736120, 2049458662, 2049458664, 2049458675, 2049458687, 2049458674, 2049458670, 2049458665, 2049458672, 2049458689, 2049458703, 2049458716, 2049458720, 2049458721, 2049458717, 2049458701, 2049458687]"
194442914,footway,Unnamed,"[2049458470, 2049458474, 2049458472, 2049458459, 2049458449, 2049458437, 2049458423, 2049458415, 2049458407, 2049458384, 2049458382, 2049458386, 2049458411, 2049458419, 2049458427, 2049458441, 2049458453, 2049458461, 2049458470]"
194442915,footway,Unnamed,"[2049458703, 2049458707, 2049458715, 2084139219]"
194442916,service,Unnamed,"[1937728654, 2049458844, 2049458850]"
194442917,service,Unnamed,"[2049458557, 2049458547]"
194468312,footway,Unnamed,"[2049740428, 2049740427]"
194607856,trunk,Araniko Highway,"[5645760472, 9992874728, 2051114390]"
194609210,residential,Unnamed,"[1924770966, 2051129906, 8515894128, 2051129928]"
194610097,residential,Unnamed,"[1887753926, 3453451145, 1887753931, 1887753934, 1887753936, 5319922947, 8535028394, 8535028393, 8535028392, 1887753937, 1887753939, 1887753940, 1887753941, 1887753943, 6081342891, 6081342890, 1887753944, 6081358081, 1887753946]"
194728034,residential,Unnamed,"[2047751789, 2052363316]"
194728035,footway,Unnamed,"[2052362658, 2052362697]"
194728038,residential,Unnamed,"[2051129776, 2052363114, 2052363109, 6084950688, 6084950687, 2052363097]"
194732733,residential,Pukhusi Road,"[1815716254, 2052414280]"
194732735,residential,Unnamed,"[2052414304, 2052414301, 2052414297, 2052414295, 3403439329, 3403439328, 2052414292, 2052414291, 2052414290, 2052414289, 2052414286]"
194732736,residential,Unnamed,"[2052414302, 2052414300, 3403435575, 3403435576, 2052414305, 3403374311, 2052414306]"
194732738,residential,Unnamed,"[1818535600, 4026382985, 4026382987, 3269047862, 3269047863, 3269047864, 2052414283, 3269047865, 2052414285, 2052414287, 2052414288, 3403453611, 2591244251, 3269047866, 2052414302, 2052414296, 2052477568, 2052414304, 2052414307]"
194732739,residential,Town Planning Road,"[9756794384, 3503320131, 2052414330]"
194732740,residential,नगर योजना सडक,"[1651317323, 2390209221, 2052414335, 2052414336]"
194732741,residential,Town Planning Road,"[2052414335, 2052414334, 2052414343]"
194732742,residential,Town Planning Road,"[9756794384, 2052414338]"
194732743,residential,Unnamed,"[457280750, 2052414236, 2052414235, 2052414234, 2052414233, 2052414231, 2052414229, 2052414228, 2052414226, 2052414224, 2052414222, 2052414220, 2052414218, 2052414216, 2052414214, 2052414212, 2052414209]"
194732744,footway,Unnamed,"[2052414269, 9696951344, 2052414259]"
194732745,path,Unnamed,"[1815716250, 3491501224, 1895942512]"
194732746,footway,Jhauko,"[2052414267, 2052414251, 2052414246]"
194732747,footway,Unnamed,"[2052414274, 2052414275, 2052414276, 2066253071, 2052414278, 2052414281]"
194732748,path,Unnamed,"[2052414320, 1866803497]"
194732749,footway,Unnamed,"[2052414277, 2052414274, 2052414270, 2052414269, 2052414262, 2052414254, 2052414257, 2052414252]"
194732750,residential,Unnamed,"[2041461888, 10255329784, 2052414260, 2052414265, 2052414267, 2052414268, 2052414272, 2052414277, 2052414279, 2052414282]"
194744622,service,Unnamed,"[1806046488, 7506781300, 2052532182]"
194871304,service,Unnamed,"[12063547074, 12063547075, 12063547076, 2053868508, 4527865175]"
194874476,residential,Unnamed,"[2053906470, 2053906466, 2053906458, 2053906456, 2053906452, 2053906446, 2053906442, 2053906438, 2053906436, 2053906430, 2053906429, 2053906427, 2053906425, 2053906423, 2053906421, 2053906419, 2053906417]"
194874477,track,Unnamed,"[2053906750, 2053906748, 2053906747, 2053906746, 2053906745, 2053906744, 2053906743, 2053906741, 2053906740, 2053906739, 2053906737, 2053906734, 2053906731, 2053906729, 2053906727, 2053906724, 3296332086]"
194874478,track,Unnamed,"[2053906758, 2053906762, 2053906764, 2053906768, 2053906771, 2053906776, 2053906777, 2053906778, 3462851695, 2053906772, 3462851694, 3462852288, 2053906770, 2053906765, 2053906759, 2053906754, 2053906751, 2053906750, 2053906755, 2053906757, 2053906761, 2053906766, 1487816249]"
194874479,residential,Unnamed,"[2053906775, 3499559359, 2053906774, 2053906773, 2053906779, 2053906780, 2053906781, 2053906782, 2053906783, 2053906784, 11904584398, 2053906785, 2053906787, 11036950303, 2053906786, 2053906788, 2053906789, 2053906791, 2053906793, 2053906795, 2053906798, 2053906800, 2053906797, 2053906801, 2053906802, 2053906805, 2053906810, 2053906808, 2053906809, 2053906807, 11036992052, 2053906803, 2053906804, 2053906812, 2053906814, 11036992016, 2053906813, 2053906811, 11898771751, 2053906815, 2053906817, 2053906818, 11036992053, 2053906823, 2053906824, 2053906825, 2053906826, 2053906827, 2053906828, 2053906829]"
194874480,unclassified,Unnamed,"[2019361217, 2053906714, 2053906715, 2053906716, 2053906717, 2053906718, 2053906719, 2053906720, 9724127492, 2053906721, 2053906722, 2053906723, 2053906725, 2053906726, 2053906728, 2053906730, 2053906732, 2053906733, 2053906735, 2053906736, 2053906738, 2053906742, 2053906749, 2053906753, 2053906756, 2053906760, 2053906763, 2053906767, 3499559357]"
194874481,residential,Unnamed,"[2053906650, 2053906646, 2053906643, 2053906638, 2053906636, 2053906632, 2053906627, 2053906623, 2053906621, 2053906616, 2053906607, 2053906596, 5365361523, 2053906587, 2053906574, 2053906569, 2053906567, 2053906559, 2053906556, 2053906549, 3410363360, 2053906545, 2053906540, 3410355426, 2053906539, 2053906536, 2053906533, 2053906530, 2053906523, 2053906520, 2053906515, 2053906512, 2053906509, 2053906505, 3410363724, 2053906501, 2053906494, 2053906482, 2053906478, 2053906474, 2053906472, 2053906470, 2053906468, 2053906464, 2053906460, 2053906454, 2053906450, 2053906444, 2053906439, 2053906434, 2053906428, 2053906426, 2053906424, 2053906420, 2053906415, 1836317874]"
194898519,service,Unnamed,"[2054076124, 849950840, 4873333585, 11068103968, 1279198222]"
194901666,service,Unnamed,"[849950840, 2054112914, 11068103964, 2054112913, 2054112912, 2212506964, 849950841]"
