latitude,longitude,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,population_density_proxy,accessibility_score,foot_traffic_score,competition_pressure,suitability
27.66426198653085,85.37583866472764,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.66637317223214,85.33053074466045,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.74877123634435,85.36681914589595,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.739745832368477,85.2816373564116,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.719009713503635,85.30440287109744,5,1,151.23,360.5,8,309.82,17,3,58.03,1,460.87,5,232.72,68.75,3.37,9.0,3.31,High
27.66603212429647,85.27552483982237,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.68865423810246,85.28354784204473,2,0,301.7,345.97,14,175.15,3,0,336.53,2,290.3,2,106.28,28.01,5.24,3.8,1.27,High
27.699930873415394,85.34708533239399,2,0,282.82,347.9,3,358.44,25,4,47.85,3,219.2,2,212.46,90.4,1.39,10,1.27,High
27.69009913682613,85.36398523053846,4,1,22.95,301.55,8,403.86,11,3,78.65,1,410.6,2,370.59,42.02,1.55,6.3,2.99,High
27.691651526764435,85.30458104652074,0,0,500,500,1,488.11,3,0,281.35,2,384.9,0,500,20.37,0.01,1.7,0,High
27.720894705823692,85.29301012027808,1,0,272.12,272.12,2,414.08,5,2,137.94,1,483.71,1,331.21,22.92,0.66,4.2,0.64,High
27.677983467037823,85.35225227686084,3,0,265.22,373.45,32,316.3,5,1,194.86,5,162.43,6,275.68,67.48,3.69,8.8,1.91,High
27.688974746039296,85.35025055854952,0,0,500,500,11,373.43,10,3,12.51,0,500,0,500,25.46,1.52,5.0,0,High
27.724203481716902,85.36726671672362,16,0,212.53,381.48,6,387.13,15,3,84.78,1,450.34,2,337.61,52.2,1.32,7.5,10,High
27.70927833519463,85.33124552951372,7,0,288.26,377.45,13,348.15,19,5,61.61,2,316.38,1,58.55,64.94,3.0,10,4.46,High
27.733618186559173,85.37258046145463,1,0,230.49,230.49,1,406.18,2,1,113.02,0,500,0,500,5.09,0.11,2.6,0.64,High
27.665381423168412,85.34587357696745,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.703868699199333,85.34092325397404,7,2,139.76,374.57,3,347.36,16,5,135.53,2,446.09,0,500,53.48,0.55,7.6,4.61,High
27.726711537270184,85.3524152770488,7,0,205.75,312.71,2,417.29,14,3,75.29,0,500,2,383.41,43.29,0.64,6.8,4.46,High
27.661961498717908,85.36885160111125,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.72090119888452,85.29937948037099,2,1,175.05,280.58,3,465.56,8,1,196.6,0,500,1,465.11,24.19,0.22,4.7,1.34,High
27.68455388533761,85.30199087679232,1,0,346.78,346.78,21,413.86,4,0,437.63,2,366.88,3,335.12,34.38,1.88,2.9,0.64,High
27.744189048169147,85.34171464297613,3,2,118.33,188.55,2,179.06,16,2,121.25,2,270.25,0,500,53.48,0.77,9.1,2.11,High
27.720322079168962,85.37777556432638,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.72204585514792,85.34439428061863,10,0,265.95,408.28,17,387.85,7,0,290.64,3,80.35,1,244.98,40.74,2.03,5.1,6.37,High
27.700143589737895,85.35253892751557,2,0,409.12,430.64,20,294.66,11,3,119.66,3,447.55,2,127.04,54.75,3.78,7.1,1.27,High
27.7041258623013,85.2754301280327,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.729166623524986,85.3217711274262,16,0,268.74,356.21,3,429.69,10,0,222.65,2,214.14,2,314.61,45.84,0.78,5.9,10,High
27.746976501672908,85.27527741454644,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.712200918906106,85.36778474545612,1,0,258.65,258.65,1,268.59,2,0,281.27,0,500,1,268.59,8.91,0.89,0.9,0.64,High
27.698887490375757,85.36954887097741,0,0,500,500,2,396.63,1,0,413.95,0,500,1,391.44,6.37,0.54,0.6,0,High
27.674358650370422,85.32025983070695,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.670963633296086,85.34559366140392,11,3,78.76,362.47,6,434.23,11,3,66.23,0,500,2,430.55,35.65,0.83,5.9,7.31,High
27.688477572918657,85.3074913574421,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.721041218344364,85.36350632117009,37,15,100.57,264.32,3,358.52,9,3,149.88,3,136.32,1,310.1,45.84,1.02,7.7,10,High
27.72131993207491,85.27309437249782,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.66768479196446,85.33507521063356,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.672890484550205,85.37141843410639,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.700755094080577,85.30297366903454,6,0,444.56,478.98,6,365.92,14,4,117.54,1,329.42,1,434.66,45.84,1.14,6.9,3.82,High
27.728052117428913,85.36553863568983,12,1,165.9,387.33,6,369.72,15,4,118.75,0,500,2,317.46,45.84,1.82,7.1,7.72,High
27.70590832377698,85.33934198239288,10,0,243.42,295.52,10,439.1,16,1,130.91,2,345.04,0,500,53.48,0.73,7.6,6.37,High
27.663892276625283,85.2821702601464,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.737709730691407,85.35293570373334,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.68404739513383,85.3396266104145,12,0,241.46,421.77,17,377.23,14,1,198.93,2,329.57,0,500,48.38,1.47,7.0,7.64,High
27.700674254802244,85.31960334989586,4,0,228.84,250.57,34,312.66,16,1,124.99,4,239.6,3,363.28,77.67,3.28,10,2.55,High
27.727492756053095,85.34179839176753,9,3,25.43,232.43,6,373.93,6,2,77.67,1,335.91,0,500,21.65,0.91,4.2,6.17,High
27.7077588466815,85.34149441014448,10,3,158.94,275.39,21,358.19,16,2,80.33,1,429.57,2,330.9,54.75,2.34,7.8,6.47,High
27.710294876552528,85.31225400866578,74,11,30.15,340.36,16,423.29,26,7,106.19,3,257.88,3,289.79,96.77,1.69,10,10,High
27.736635614266454,85.2832541653939,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.717612482792973,85.33035946508963,18,5,52.96,282.91,10,260.16,12,0,227.57,3,22.88,1,77.15,53.48,4.01,9.1,10,High
27.66148014795562,85.30766284978777,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.72769121914425,85.33954804126772,10,0,202.32,337.58,1,208.77,12,2,61.14,0,500,0,500,30.56,0.35,5.6,6.37,High
27.70126927020263,85.27280450716289,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.693167067544664,85.35541753353114,0,0,500,500,5,260.96,3,0,393.97,1,377.23,1,356.84,17.83,1.82,1.6,0,High
27.747926085756692,85.30516503494765,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.7516606309432,85.2824211042022,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.731860359263923,85.35870014914815,1,0,475.44,475.44,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0.64,Low
27.694338336562705,85.32179401318137,3,0,217.56,247.88,19,323.71,1,0,332.59,2,57.33,1,244.28,19.1,2.8,2.9,1.91,High
27.66401551287337,85.34853763688274,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.689183902086118,85.37496252623896,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.666289578446037,85.36688761830187,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.672893640982974,85.3041749252939,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.687100629952965,85.32228309846677,1,0,415.19,415.19,0,500,6,0,275.62,5,328.61,0,500,47.11,0.0,3.8,0.64,High
27.71464215317826,85.32751179962158,19,1,110.65,328.17,14,250.95,8,0,235.07,4,170.53,1,378.45,49.66,3.31,5.8,10,High
27.692869569757995,85.3134169680356,3,2,141.88,210.99,25,284.78,2,2,60.9,6,42.22,2,129.56,50.93,4.12,7.1,2.06,High
27.743612826330214,85.32832946409144,0,0,500,500,4,396.89,3,0,381.25,0,500,1,447.37,11.46,0.64,1.2,0,High
27.689117091032294,85.32936271566744,21,12,92.99,235.45,13,268.85,25,5,74.38,6,112.4,1,364.8,105.68,3.13,10,10,High
27.699784500652477,85.37606000701855,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.66376295574826,85.3100659874342,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.681997428245754,85.32969701311289,2,0,389.66,420.21,1,208.15,14,0,200.69,0,500,1,208.15,39.47,1.13,4.5,1.27,High
27.743374287410095,85.29633285709487,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.703659209093555,85.33845376446504,5,0,342.67,410.29,1,289.1,13,3,110.39,1,210.47,0,500,39.47,0.25,7.8,3.18,High
27.708611546011003,85.3523188846605,5,0,209.77,357.23,3,337.21,3,0,296.1,2,399.21,1,343.84,24.19,1.0,2.0,3.18,High
27.734148680150305,85.29515766653209,0,0,500,500,1,382.46,10,0,203.6,0,500,1,382.46,29.28,0.45,3.3,0,High
27.674975721232887,85.31651110089653,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.690542035858247,85.32676570859513,16,1,180.2,284.81,9,148.57,15,0,217.26,4,199.77,1,71.52,67.48,4.94,10,10,High
27.75156918070087,85.30251475714867,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.73794270824427,85.32503105528298,5,5,101.79,159.35,4,261.8,2,0,390.6,5,52.66,1,456.78,40.74,1.26,4.4,3.43,High
27.708410961721814,85.3039239746909,3,0,463.23,473.09,8,237.04,35,4,56.77,1,154.14,0,500,95.49,2.52,10,1.91,High
27.66882375826027,85.37851099403076,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.697040821472697,85.28290355048958,3,0,369.66,393.02,12,327.73,13,1,189.02,5,262.49,4,239.31,80.21,3.78,10,1.91,High
27.67486320418792,85.37751419334285,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.73616521477312,85.32669885118408,5,2,90.13,224.36,5,402.58,2,1,137.01,8,146.42,2,451.18,63.66,0.79,7.9,3.46,High
27.72768230836384,85.30434277358118,1,0,225.94,225.94,5,167.72,8,2,61.08,2,120.22,2,193.57,40.74,3.57,7.3,0.64,High
27.731987278973513,85.2988600199359,0,0,500,500,1,496.03,10,3,29.26,0,500,1,496.03,29.28,0.02,5.3,0,High
27.69202743139835,85.34562888716049,4,1,71.1,341.24,2,189.29,17,1,134.38,1,428.23,1,32.15,53.48,1.99,10,2.87,High
27.66724294359003,85.30451568636482,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.685706243007253,85.33782780493091,11,0,268.15,377.53,34,344.03,18,0,233.76,3,160.91,1,413.52,68.75,2.1,8.4,7.0,High
27.672353247079478,85.28361152338108,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.672040794630643,85.3227077940169,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.735992024289256,85.37651652651854,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.704652528642594,85.30951614227047,26,5,100.28,258.78,12,359.73,15,0,209.22,5,112.71,1,456.83,73.85,1.8,8.3,10,High
27.72276961557508,85.36988985822542,2,0,460.35,472.44,1,490.84,8,3,175.61,0,500,1,490.84,24.19,0.04,4.7,1.27,High
27.744128417444642,85.29445662586606,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.676685213089865,85.35925644999479,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.689269258353466,85.30856428911545,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.67577009375437,85.33405821331715,5,0,308.33,378.31,5,412.64,1,0,471.2,0,500,0,500,2.55,0.52,0.3,3.18,Low
27.683908115140117,85.36212338047413,0,0,500,500,4,355.38,1,0,327.2,0,500,0,500,2.55,0.69,0.3,0,Medium
27.69927280604599,85.32579921604352,7,0,286.89,389.72,22,391.24,15,0,264.24,1,312.29,3,271.2,56.02,2.97,5.8,4.46,High
27.73117786924611,85.3016306130755,1,0,456.18,456.18,0,500,11,0,211.29,1,361.22,0,500,34.38,0.0,3.7,0.64,High
27.752931115274937,85.29974294402201,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.704534344207733,85.28082557757982,1,0,468.86,468.86,2,416.3,1,0,362.8,1,278.8,2,345.3,16.55,0.65,2.8,0.64,High
27.661795360829796,85.36329427619314,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.6867558950335,85.29481354411946,1,0,478.98,478.98,26,331.9,7,1,193.2,2,337.18,3,266.57,42.02,3.16,5.8,0.64,High
27.667826401100132,85.35159455306359,4,0,245.16,340.67,1,83.47,6,2,130.31,0,500,0,500,15.28,0.5,3.8,2.55,High
27.736693861099837,85.28339270801328,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.700370048658616,85.34832246954542,2,0,409.22,443.65,5,388.1,23,2,83.38,2,243.09,2,337.83,78.94,1.33,10,1.27,High
27.738820808752884,85.32275364488063,5,0,245.44,336.99,4,290.02,1,0,487.59,3,290.03,1,386.82,25.46,1.31,3.3,3.18,High
27.703487950061476,85.33563121398227,2,0,350.48,412.73,3,348.61,17,1,199.5,2,110.93,2,273.83,63.66,1.73,10.0,1.27,High
27.7461896535604,85.30389394740338,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.694872199055588,85.30227067806892,1,0,355.58,355.58,4,391.72,9,2,176.79,3,397.22,2,414.32,49.66,0.84,6.5,0.64,High
27.663931965194926,85.28777887970622,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.706527081749638,85.33814630210514,11,3,186.41,288.2,10,415.97,16,0,241.71,2,309.26,0,500,53.48,1.01,5.6,7.04,High
27.692420869271086,85.37207217572869,1,0,475.1,475.1,3,459.31,2,0,432.2,0,500,0,500,5.09,0.15,0.6,0.64,Medium
27.699725583426066,85.36507866979811,0,0,500,500,2,356.82,2,0,442.9,0,500,1,349.64,8.91,0.74,0.9,0,High
27.678438481413185,85.37181830701907,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.721819314921163,85.35842565787594,30,2,160.95,373.8,5,379.87,12,1,192.97,4,333.31,4,244.93,71.3,1.76,8.4,10,High
27.71955755462452,85.30555792975473,6,0,252.23,416.64,9,264.0,21,3,44.45,1,351.75,6,137.71,82.76,4.34,10,3.82,High
27.711729547707662,85.30915756678142,89,11,21.91,320.42,6,429.35,32,6,75.58,2,52.0,1,391.07,98.04,0.8,10,10,High
27.663543701520688,85.31600985692748,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.72438410696174,85.30112636497772,2,0,264.59,382.15,8,364.44,9,1,185.95,1,487.64,3,273.66,40.74,2.56,6.0,1.27,High
27.66653169454034,85.37293247163727,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.68277505719548,85.29286403750439,0,0,500,500,12,418.78,1,0,288.47,0,500,2,432.74,10.19,1.21,0.9,0,High
27.684683803262203,85.3334314799757,11,4,29.32,300.44,18,450.31,24,5,56.92,3,299.63,2,428.96,87.85,0.96,10,7.43,High
27.693459241510197,85.32695494550596,5,1,113.8,340.5,9,358.65,6,0,339.46,4,344.91,1,267.03,44.56,2.15,3.7,3.4,High
27.68680715569132,85.30434142500286,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.69465471257524,85.2940598494682,4,1,118.67,271.35,0,500,17,2,78.74,1,336.05,0,500,49.66,0.0,7.5,2.75,High
27.75042930122107,85.36494456312057,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.6730665130371,85.35155799730192,6,2,163.37,289.12,10,285.68,5,4,93.1,5,106.48,4,269.4,59.84,4.21,8.2,3.91,High
27.67288558711849,85.37054414449092,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.66574093308027,85.36549378064893,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.719713655370132,85.35980163898833,28,3,62.41,318.03,1,106.12,10,0,256.69,3,214.18,1,106.12,48.38,1.52,6.0,10,High
27.697145825246523,85.34896463273549,1,1,199.34,199.34,4,350.88,18,1,52.06,4,41.73,3,156.88,82.76,2.11,10,0.64,High
27.683792270586853,85.37636464119441,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.68786526431422,85.34253268573504,16,3,168.17,354.99,25,292.83,19,3,175.94,3,342.54,0,500,67.48,2.49,8.9,10,High
27.67629737627534,85.29040257448838,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.716913948322777,85.2860407479967,0,0,500,500,3,223.29,6,2,78.36,0,500,0,500,15.28,1.0,3.8,0,High
27.678443593022777,85.35249099721649,3,0,319.3,416.95,32,339.16,5,0,206.03,4,210.29,6,280.81,61.12,3.16,6.4,1.91,High
27.70086747294162,85.34193178242153,8,1,127.57,306.68,2,374.8,22,4,70.96,0,500,1,433.57,59.84,0.48,8.9,5.27,High
27.716598016481484,85.33586208187576,8,0,235.96,328.61,5,435.03,30,5,46.45,1,204.13,0,500,82.76,0.39,10,5.09,High
27.719911174020154,85.3715893764296,0,0,500,500,0,500,5,0,427.39,0,500,0,500,12.73,0.0,1.5,0,High
27.750935585647202,85.3075573857108,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.744227335152804,85.34268739287107,3,1,164.49,248.73,2,212.75,17,1,46.1,1,197.31,0,500,49.66,0.69,9.0,2.0,High
27.70705615666094,85.36957629652514,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.71852384283804,85.28270969454938,0,0,500,500,3,211.79,3,0,296.93,0,500,0,500,7.64,1.04,0.9,0,High
27.7422909905914,85.34592237254888,0,0,500,500,0,500,12,4,108.08,1,417.66,0,500,36.92,0.0,6.0,0,High
27.692678453526618,85.33616971564625,18,1,177.6,360.73,32,281.35,26,3,149.04,5,192.05,2,43.0,105.68,4.36,10,10,High
27.680977045208763,85.29531676752087,1,0,459.71,459.71,14,463.91,3,1,195.79,1,461.77,3,368.67,25.46,1.12,4.2,0.64,High
27.672991808850217,85.33643874484405,2,0,414.29,421.7,0,500,1,0,475.31,0,500,0,500,2.55,0.0,0.3,1.27,Low
27.743701515177488,85.35005185664885,0,0,500,500,0,500,1,0,465.64,0,500,0,500,2.55,0.0,0.3,0,Low
27.68692252105628,85.319152036431,2,0,436.52,440.75,11,438.33,1,0,279.21,4,258.41,2,385.12,35.65,1.3,4.0,1.27,High
27.706966743637924,85.37158826925219,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.720862977809755,85.30623141787848,4,0,350.14,446.8,9,328.96,19,1,144.88,2,345.84,6,196.28,84.03,3.12,10,2.55,High
27.66824212765971,85.33109655978241,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.74060814761417,85.37043347997503,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.696308252133893,85.29884472531158,2,0,215.68,231.05,1,231.33,9,4,135.91,3,281.06,1,231.33,45.84,1.04,7.7,1.27,High
27.662378281446227,85.31570636970481,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.748743791392286,85.29480855352551,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.73988207904808,85.3369989600785,11,4,165.9,261.9,9,217.43,9,4,28.91,5,15.15,1,24.61,58.57,4.32,10,7.09,High
27.740103765850893,85.30885355876654,0,0,500,500,2,149.39,5,0,264.64,0,500,0,500,12.73,0.84,1.5,0,High
