latitude,longitude,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,population_density_proxy,accessibility_score,foot_traffic_score,competition_pressure,suitability
27.69913557743781,85.28352887915848,0,0,500,500,8,303.14,10,2,89.29,3,248.6,4,203.26,59.84,3.71,8.9,0,High
27.66184922851224,85.36179951477979,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.685299017423308,85.28931508309802,1,0,490.1,490.1,8,418.76,2,0,457.32,1,423.39,0,500,11.46,0.78,1.0,0.64,High
27.71845631802342,85.35932112733028,20,1,197.73,369.83,1,251.29,13,1,188.5,3,301.81,1,251.29,56.02,0.96,7.4,10,High
27.671512047948692,85.30273141003903,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.683563049965308,85.29976154453217,1,1,129.69,129.69,23,247.94,5,1,193.2,2,161.02,4,156.76,40.74,5.15,7.0,0.81,High
27.674051970267637,85.2987742251123,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.707763815430557,85.32609668422728,26,4,92.54,321.09,13,348.7,16,1,134.28,6,223.83,2,246.51,86.58,2.88,10,10,High
27.746417953801025,85.3711632294003,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.661435970777507,85.35471762591119,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.689497960116714,85.31444755238174,5,0,275.31,376.13,21,386.31,2,0,447.55,6,413.58,3,312.85,54.75,2.45,3.9,3.18,High
27.676847901431223,85.3276682216186,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.666183380603155,85.27806341649885,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.749280660308507,85.34330724661167,1,0,428.36,428.36,1,384.09,4,0,264.5,2,272.93,0,500,22.92,0.14,3.5,0.64,High
27.744817709094036,85.36687677942355,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.688640786129174,85.3005638224926,0,0,500,500,9,480.34,4,1,177.16,2,361.06,1,456.89,26.74,0.33,4.3,0,High
27.752955280214678,85.30528692889473,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.7200702269733,85.32945015068725,17,2,116.95,302.41,12,328.56,14,1,128.82,2,274.17,2,361.93,56.02,2.47,9.1,10,High
27.713554156350824,85.34198869634378,9,4,44.87,247.52,78,394.63,31,8,114.83,2,329.31,1,402.73,95.49,1.52,10,6.12,High
27.75039276187885,85.27951441669018,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.698650314565022,85.35025566677935,1,0,221.96,221.96,9,376.94,14,5,57.17,3,170.53,4,163.57,70.03,2.39,10,0.64,High
27.676024767444193,85.32537357086821,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.671244220440823,85.3174178554603,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.715404385116827,85.35349474632292,8,2,155.57,350.94,8,455.55,24,4,78.51,2,363.6,0,500,73.85,0.43,10.0,5.2,High
27.688233928014835,85.28047412939227,0,0,500,500,10,343.63,1,0,468.58,0,500,2,397.63,10.19,2.26,0.9,0,High
27.68892028295189,85.28541288741262,2,1,116.03,208.5,14,183.21,5,2,169.0,2,133.88,2,116.31,33.1,4.94,6.4,1.48,High
27.68999882826271,85.28429850293084,5,0,225.1,373.05,17,234.04,7,0,217.34,2,295.98,2,75.44,38.2,4.87,7.5,3.18,High
27.698719197179624,85.30979193864712,8,0,306.97,386.73,10,405.68,15,5,78.26,3,104.69,3,427.36,68.75,1.56,10,5.09,High
27.666192644855418,85.27729779257233,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.695715018793347,85.37126333996916,0,0,500,500,2,496.6,2,0,407.03,0,500,1,497.86,8.91,0.01,0.9,0,High
27.691912557576643,85.35421360151915,0,0,500,500,5,309.42,7,0,344.88,1,469.82,1,430.42,28.01,1.33,2.8,0,High
27.68531189606699,85.31683137147112,0,0,500,500,0,500,0,0,500,2,492.25,0,500,12.73,0.0,0.8,0,High
27.753068827537902,85.31513241827284,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.715298917133826,85.3779977732451,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.702257922967952,85.36965361731208,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.69746191768804,85.3078548541065,2,2,148.76,150.83,7,310.05,15,4,70.95,7,325.36,2,209.27,90.4,2.49,9.9,1.4,High
27.74869569033396,85.35741703421635,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.698488331110013,85.32176056074802,5,2,177.31,288.43,34,256.41,11,0,238.24,2,408.37,2,289.35,48.38,4.03,4.7,3.24,High
27.72965813128382,85.29973078507726,1,0,458.32,458.32,1,483.76,10,0,295.02,1,386.19,0,500,31.83,0.02,3.4,0.64,High
27.720524603797525,85.35364007858097,7,0,255.16,379.69,5,289.83,21,2,189.2,1,240.87,2,187.51,67.48,2.46,10,4.46,High
27.748876332403768,85.36141759959821,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.744485765730037,85.37411914316544,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.72429702044539,85.34492249103424,12,0,288.99,445.34,8,373.4,7,1,176.67,3,289.4,1,440.51,40.74,1.37,7.1,7.64,High
27.735821859919504,85.3378051095177,13,2,55.49,334.34,10,432.32,5,1,172.8,4,414.32,2,451.97,45.84,1.03,5.7,8.64,High
27.68409380887843,85.34987420508381,15,4,117.58,301.02,24,265.65,12,0,245.19,2,275.18,1,472.23,47.11,2.89,6.2,9.76,High
27.74171625131442,85.37889112109242,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.738365849131345,85.34797013822663,0,0,500,500,0,500,8,0,306.11,0,500,0,500,20.37,0.0,2.4,0,High
27.73661044285363,85.2993805287583,0,0,500,500,2,242.9,12,1,179.26,0,500,1,248.47,34.38,1.29,5.9,0,High
27.736575236247088,85.30973824339476,1,0,450.78,450.78,6,377.83,6,1,170.48,0,500,1,361.81,19.1,1.25,4.1,0.64,High
27.698510844006165,85.3283418855558,2,1,126.13,254.48,3,241.82,13,1,194.57,1,350.35,1,111.0,43.29,1.97,6.6,1.46,High
27.749449876517872,85.35951797863298,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.752139840579144,85.30338213919276,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.72316614045423,85.27535081866998,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.72360880571773,85.36757262030223,13,0,242.07,387.08,4,395.51,10,5,109.41,1,414.46,1,391.29,35.65,0.79,5.7,8.28,High
27.720253921135875,85.30280773677798,3,1,79.85,257.42,5,431.02,14,2,100.88,0,500,3,418.01,47.11,0.92,7.1,2.21,High
27.74911159591114,85.27536478054621,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.669770418857834,85.35645259756248,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.710024485131434,85.298915666532,2,0,318.6,381.92,2,470.24,20,5,87.18,0,500,0,500,50.93,0.07,8.0,1.27,High
27.661394448739518,85.35385725016471,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.704155536860146,85.27474455017635,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.683962309025,85.30939138888938,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.74507589733634,85.35752576562022,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.70579461551772,85.31515496005017,12,0,268.01,377.88,16,360.27,19,0,213.94,8,194.83,5,99.62,118.41,3.23,10,7.64,High
27.674698273626873,85.27943727863291,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.704916449190424,85.37074137046497,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.725680436034416,85.31481367963701,1,0,258.18,258.18,6,382.03,16,3,164.21,0,500,1,318.78,44.56,1.33,7.1,0.64,High
27.69945989746666,85.27783090043332,0,0,500,500,8,346.37,2,0,309.6,1,315.12,3,358.33,22.92,2.5,1.9,0,High
27.67155027320734,85.28741255816439,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.674898793490957,85.27408728839156,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.663539956034683,85.30073606853388,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.74885242580151,85.32346383384778,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.70931712135631,85.33484206303977,9,0,261.94,404.25,16,363.13,25,6,102.35,1,158.71,1,354.96,73.85,2.03,10,5.73,High
27.710034010495605,85.35203571431941,6,1,135.61,307.05,5,469.27,4,0,367.74,0,500,1,466.16,14.01,0.27,1.5,3.98,High
27.664963392506166,85.29724763985378,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.717647344815948,85.34863975545356,16,5,49.7,269.43,93,266.37,30,2,115.77,6,65.99,5,78.56,133.69,5.09,10,10,High
27.72658395227923,85.27853585581947,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.718396103242853,85.30463869114504,7,0,206.82,380.55,9,301.17,16,4,66.32,1,443.6,6,161.7,70.03,3.68,9.0,4.46,High
27.699506312354764,85.3426722280425,8,2,69.56,332.26,2,388.81,24,5,85.23,1,492.63,1,297.86,71.3,0.81,9.9,5.42,High
27.7402403659982,85.27286934883915,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.680653453976937,85.30592918042088,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.674130441789078,85.33562494588772,4,0,387.4,427.94,0,500,1,0,440.07,0,500,0,500,2.55,0.0,0.3,2.55,Low
27.734172283172118,85.31444133169374,4,2,150.15,225.59,3,164.09,8,2,145.19,2,297.43,1,87.11,36.92,2.31,9.5,2.67,High
27.677336810173113,85.27779040698704,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.74434147005232,85.27675939515134,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.6990461971788,85.35816346508635,1,1,123.58,123.58,17,298.5,0,0,500,0,500,1,471.04,3.82,2.5,0.3,0.83,Medium
27.67102347798357,85.3355556861215,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.738734020687502,85.340234403843,10,3,99.16,361.97,8,360.45,15,0,212.48,3,326.47,2,326.23,64.94,1.89,6.3,6.62,High
27.67063718931134,85.33564176516141,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.67809721106341,85.28156206473219,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.725239889283518,85.30729282711864,1,0,482.15,482.15,4,330.83,13,4,73.03,1,103.87,2,242.88,47.11,1.72,8.4,0.64,High
27.721002590260145,85.31442900737497,13,0,308.37,403.71,4,389.58,10,0,201.77,3,349.39,4,274.55,59.84,1.41,5.4,8.28,High
27.735902348593854,85.27922249358512,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.661912363975148,85.35654485422532,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.707911589578632,85.28123819884327,1,0,264.3,264.3,1,149.43,2,0,340.9,0,500,1,149.43,8.91,1.36,0.9,0.64,High
27.742352799571723,85.34648770995105,0,0,500,500,0,500,11,1,156.73,1,440.69,0,500,34.38,0.0,5.7,0,High
27.750098076107278,85.32312833025493,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.713346527389618,85.29595206786901,1,1,161.16,161.16,15,362.56,12,2,147.57,0,500,0,500,30.56,1.65,5.6,0.73,High
27.712383362484495,85.35862901974379,2,0,445.04,449.32,0,500,7,0,314.9,1,477.4,0,500,24.19,0.0,2.5,1.27,High
27.690934315403876,85.33212977208653,26,2,101.52,350.95,32,403.0,20,6,3.88,7,199.35,3,371.53,106.95,1.98,10,10,High
27.74062008231929,85.28689008398315,0,0,500,500,0,500,1,0,429.68,0,500,0,500,2.55,0.0,0.3,0,Low
27.736638831434277,85.28845485896291,0,0,500,500,0,500,1,0,335.05,0,500,0,500,2.55,0.0,0.3,0,Low
27.680279926796295,85.28998297320837,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.7163498893447,85.27799582643952,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.66786955753014,85.30588573137727,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.712823998048634,85.35999354624005,0,0,500,500,0,500,9,0,263.29,1,491.08,0,500,29.28,0.0,3.1,0,High
27.663020820676625,85.30747348270279,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.726557873946327,85.29488754784296,1,0,385.21,385.21,5,367.3,3,1,123.62,1,244.14,3,337.03,25.46,1.68,5.7,0.64,High
27.729333182467858,85.36151387372993,5,0,253.56,398.0,3,414.17,11,0,211.56,0,500,1,399.77,31.83,0.58,3.6,3.18,High
27.708567900732962,85.28649125648336,4,0,263.2,318.74,1,415.09,7,0,206.41,1,218.8,1,415.09,28.01,0.33,4.3,2.55,High
27.694604152937366,85.31971988528699,7,2,58.23,366.24,37,395.14,1,0,278.62,2,185.05,1,79.36,19.1,2.38,5.4,4.81,High
27.707183867972972,85.32820004508238,13,2,81.63,310.75,8,332.16,16,1,179.55,3,341.45,2,350.96,67.48,2.34,8.6,8.57,High
27.697092249957052,85.27459464833856,0,0,500,500,2,428.67,4,0,301.68,0,500,0,500,10.19,0.17,1.2,0,High
27.742927739377286,85.2803729255339,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.746378831435578,85.31013980298319,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.691662453914862,85.31284468633763,3,0,266.66,296.29,26,363.88,2,2,170.9,6,186.2,3,260.37,54.75,2.63,7.4,1.91,High
27.74289099929909,85.3454372291976,2,0,449.07,468.92,1,435.58,13,3,48.29,1,336.55,0,500,39.47,0.08,6.3,1.27,High
27.664280379684723,85.3056185604034,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.66238487809465,85.37079814481982,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.671251909773037,85.31095194370644,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.696440248721366,85.30671842887175,2,2,129.04,134.24,7,277.82,13,1,186.69,7,185.99,2,95.19,85.31,2.98,10,1.45,High
27.691695472138672,85.34439812013115,5,1,55.84,303.65,2,179.46,20,0,234.08,1,478.53,1,129.8,61.12,1.76,6.7,3.54,High
27.734364197372493,85.31013294545882,3,0,454.63,474.62,5,393.03,7,1,109.42,0,500,2,186.43,25.46,1.62,4.7,1.91,High
27.718705039760767,85.34382288612528,11,2,138.29,302.5,83,332.8,16,3,157.1,5,253.33,4,301.57,87.85,3.31,10,7.16,High
27.685878624303637,85.30719184751555,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.715588354882893,85.36415523697266,3,0,350.07,378.04,1,446.19,10,2,2.07,0,500,1,446.19,29.28,0.21,5.3,1.91,High
27.702641871174766,85.37284560147538,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.701201671609642,85.36946024454653,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.722423066711627,85.34724109904283,15,2,169.14,375.0,25,384.56,11,1,161.79,4,264.63,3,240.23,64.94,2.18,9.3,9.63,High
27.723435118914438,85.36757387704857,12,0,245.5,381.27,3,370.83,8,5,92.39,1,399.98,1,410.01,30.56,0.7,5.1,7.64,High
27.71562609542923,85.32139176825116,15,0,264.71,411.37,11,414.57,4,0,318.44,2,382.41,2,359.03,30.56,1.44,2.6,9.55,High
27.7316763120946,85.36931002077223,3,0,332.89,372.91,1,294.81,7,0,234.5,1,307.31,0,500,24.19,0.25,2.5,1.91,High
27.743246550361686,85.30111767696066,0,0,500,500,0,500,1,0,383.21,0,500,0,500,2.55,0.0,0.3,0,Low
27.663530538526928,85.37045175465697,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.667535008150864,85.35879256735087,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.711446621270298,85.32502824708273,15,1,111.13,327.26,19,328.52,5,1,157.69,3,341.63,1,192.1,35.65,2.88,5.0,9.77,High
27.69565816619721,85.30455146466967,2,0,339.81,346.34,5,259.4,7,2,61.22,3,219.77,1,182.47,40.74,2.29,7.1,1.27,High
27.731473691312022,85.3623839324103,2,1,119.86,210.26,0,500,3,0,254.85,0,500,0,500,7.64,0.0,0.9,1.47,High
27.73464186720797,85.33030363953651,6,0,413.42,434.21,4,216.2,9,1,192.35,8,164.55,2,59.89,81.49,3.57,10,3.82,High
27.73750673813881,85.33145655516118,9,0,234.78,399.15,8,330.72,8,1,161.41,7,130.85,2,266.57,72.57,2.69,9.3,5.73,High
27.718459137672806,85.33143868016857,17,4,66.99,289.49,7,239.08,17,0,264.41,3,119.91,1,201.03,66.21,2.99,8.1,10,High
27.669802769915933,85.30950164001058,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.730363263693345,85.36997593711119,4,0,251.26,389.31,2,284.27,8,2,76.16,1,147.46,1,397.44,30.56,0.79,6.6,2.55,High
27.742301836303433,85.34044070686255,6,2,106.29,304.72,7,392.37,20,3,123.18,3,254.54,1,408.85,73.85,1.15,10,4.05,High
27.7217861090197,85.33957443870264,13,3,145.21,320.7,4,385.55,9,3,113.36,0,500,0,500,22.92,0.55,4.7,8.41,High
27.671320539226794,85.30905266215355,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.695303330417598,85.30417928593549,2,0,383.16,389.83,4,253.71,6,2,23.6,3,237.9,1,236.29,38.2,1.89,6.8,1.27,High
27.73966250089672,85.30694858733408,0,0,500,500,3,283.55,11,2,86.97,0,500,0,500,28.01,0.78,5.3,0,High
27.696069497742723,85.33666673232968,12,3,117.53,299.91,14,350.62,24,4,61.81,4,132.11,1,422.59,90.4,2.0,10,7.85,High
27.696822210985765,85.35041141170737,1,1,52.58,52.58,5,343.52,13,2,122.04,4,148.16,2,44.76,66.21,2.69,10,1.01,High
27.729580449159776,85.36014992614662,2,0,351.44,423.32,3,459.0,9,0,333.54,1,499.26,2,400.41,36.92,0.45,3.7,1.27,High
27.678094790253176,85.3656823374485,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.681391299692184,85.2924709129781,0,0,500,500,4,472.39,1,0,357.34,0,500,0,500,2.55,0.13,0.3,0,Low
27.704452211507444,85.36414240032889,0,0,500,500,1,382.35,0,0,500,0,500,0,500,0.0,0.14,0.0,0,Low
27.674831071581497,85.28186722760957,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.667612816915067,85.34459079169129,1,0,463.74,463.74,0,500,2,0,399.43,0,500,0,500,5.09,0.0,0.6,0.64,Medium
27.70807028563998,85.37102583611956,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.752517533575105,85.36011055685996,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.738781180355335,85.37890013236841,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.70659943766944,85.3079923086794,26,2,158.35,360.34,13,321.96,32,3,36.2,2,188.07,0,500,94.22,2.14,10,10,High
27.66450631533291,85.32454182581581,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.690867537949114,85.3409769538589,9,1,40.67,321.32,30,426.77,15,5,43.06,3,398.39,2,475.33,64.94,0.95,8.3,6.13,High
27.711035003674663,85.35723346754152,3,0,316.37,377.63,0,500,5,0,290.28,0,500,0,500,12.73,0.0,1.5,1.91,High
27.662443281305197,85.32524671534244,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.702701872414213,85.30117197845486,0,0,500,500,3,324.39,11,0,203.09,0,500,0,500,28.01,0.63,3.3,0,High
27.6990412820611,85.28659087572977,0,0,500,500,1,494.1,11,3,70.98,0,500,1,494.1,31.83,0.02,5.6,0,High
27.68435594083237,85.33293706429873,9,3,42.49,295.1,9,477.18,24,6,15.62,2,360.45,2,381.52,81.49,0.61,10,6.12,High
27.73709206988172,85.3180922287784,3,0,273.58,340.46,5,365.13,4,0,381.49,2,261.89,2,346.43,30.56,1.44,4.1,1.91,High
27.71581422079268,85.32816243576623,19,2,182.85,302.4,16,300.87,7,1,193.01,3,210.22,1,249.58,40.74,3.06,7.1,10,High
27.68878132605075,85.30495670285339,0,0,500,500,0,500,1,0,418.82,0,500,0,500,2.55,0.0,0.3,0,Low
27.661843314819752,85.37785730380017,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.688048183187263,85.3175373361684,3,0,297.14,328.39,12,300.54,2,0,319.92,4,198.18,2,226.4,38.2,3.77,4.3,1.91,High
27.719879142843332,85.28873853367888,0,0,500,500,0,500,5,0,273.44,0,500,0,500,12.73,0.0,1.5,0,High
27.748301329634817,85.34966776052757,0,0,500,500,0,500,0,0,500,1,364.38,0,500,6.37,0.0,0.4,0,High
27.68364337719581,85.28324909532293,0,0,500,500,2,464.08,1,0,272.38,0,500,0,500,2.55,0.09,0.3,0,Low
27.68258283956655,85.28819468356069,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.73333805457623,85.28216156567343,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.668100021772798,85.28308676174306,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.732149143430693,85.34343577270154,3,1,21.89,280.9,9,290.98,3,0,371.23,0,500,2,85.63,15.28,3.81,4.0,2.36,High
27.730832799487402,85.27380717403348,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.71389141296788,85.27737294339185,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.721760201581382,85.27271822720782,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.745575557812636,85.35581938025362,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.668535893920108,85.3282333621005,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.73653309325293,85.30815673603695,2,0,305.65,380.41,5,287.73,9,2,87.82,0,500,1,337.79,26.74,1.71,5.0,1.27,High
27.733340551844325,85.3138987231437,4,1,107.93,261.77,7,388.56,10,3,69.52,2,372.58,1,191.37,42.02,1.76,6.1,2.78,High
27.741685440896177,85.30976000839492,0,0,500,500,2,343.9,2,0,440.16,0,500,0,500,5.09,0.37,0.6,0,Medium
27.672599425111244,85.32463976011951,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.741094211598945,85.32982377610892,2,0,411.43,450.4,5,262.87,6,2,67.24,2,411.33,1,296.49,31.83,1.97,4.9,1.27,High
27.737122832319958,85.37763441515939,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.73121756409118,85.33807914368157,6,1,187.2,334.75,1,360.04,9,2,124.59,0,500,0,500,22.92,0.17,4.7,3.85,High
27.73252588195955,85.34993531862015,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.670502960015437,85.35604772169403,0,0,500,500,0,500,1,0,429.4,0,500,0,500,2.55,0.0,0.3,0,Low
27.719362573307382,85.33034948018813,19,5,78.52,296.64,11,314.98,16,0,219.14,3,176.21,1,271.75,63.66,2.83,7.8,10,High
27.690159983935605,85.31061867742031,0,0,500,500,3,476.33,2,0,323.17,3,450.47,0,500,24.19,0.09,1.8,0,High
27.742343917191242,85.3361248267566,9,0,324.71,416.48,10,332.87,13,2,72.57,4,170.93,2,285.39,66.21,2.98,9.6,5.73,High
27.677924961798833,85.3566417200373,0,0,500,500,9,441.95,1,0,273.96,2,371.83,2,400.29,22.92,1.01,1.7,0,High
27.72527663803908,85.28819867242804,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.684589067457768,85.29289241180614,0,0,500,500,16,346.97,2,0,340.77,0,500,2,360.86,12.73,2.34,1.2,0,High
27.73777812976179,85.31298950901657,0,0,500,500,4,400.08,2,0,470.99,0,500,1,353.8,8.91,0.87,0.9,0,High
27.69526240071374,85.36811289434233,1,0,280.0,280.0,2,237.63,5,1,116.1,0,500,1,242.61,16.55,1.32,3.8,0.64,High
27.716382315177633,85.29541921680955,1,0,250.84,250.84,15,303.01,4,2,153.18,0,500,0,500,10.19,2.36,3.2,0.64,High
27.699592089147014,85.30317134940617,1,0,404.99,404.99,7,353.79,14,2,113.56,1,204.27,2,385.24,49.66,1.79,8.7,0.64,High
27.73943734729895,85.34533796784343,0,0,500,500,0,500,12,7,128.55,0,500,0,500,30.56,0.0,5.6,0,High
27.7236504502221,85.29440153532823,1,1,66.7,66.7,4,263.51,6,0,295.92,1,163.59,2,19.3,29.28,2.79,6.8,0.97,High
27.73002261181464,85.36973008795388,3,0,213.82,335.28,2,272.7,9,2,52.3,1,131.5,1,353.57,33.1,0.94,6.9,1.91,High
27.719434721246177,85.33177084240539,18,6,66.62,307.48,11,352.09,16,1,170.67,3,222.8,1,311.92,63.66,2.28,9.8,10,High
27.67584612092993,85.32080684720401,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.6637145650965,85.30055654603072,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.67408021351378,85.3026862609217,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.665826157753877,85.35559756855983,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.74760211418332,85.36528447850577,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.69710885092366,85.37857373592635,0,0,500,500,0,500,0,0,500,0,500,0,500,0.0,0.0,0.0,0,Low
27.71871406366666,85.31752057237301,15,7,10.99,237.08,4,234.87,6,1,158.98,1,176.77,4,58.45,36.92,3.39,9.4,10,High
27.684976776980683,85.28263583428077,0,0,500,500,4,372.21,1,0,234.29,0,500,0,500,2.55,0.61,0.3,0,Medium
