is_operational,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,population_density_proxy,accessibility_score,foot_traffic_score,competition_pressure,target_encoded
-1.0,-0.9011711326948928,-0.7561784711531228,0.0,-3.7305883098666897,-0.8199595500879586,-3.859945663408635,-2.0902994392689904,-0.6753196471441199,-1.5974208811872477,-1.6267869626808376,-1.7440739104496399,-1.4540875443635908,-2.0181944513670937,-2.6036994842245376,-2.0568929313628943,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9753047580269869,-0.8226155756088674,0.0,-3.743628782869784,-0.8484218893005958,-3.8657710570513744,-2.4151448799043074,-1.4449848290444143,-1.600934325901598,-2.0924649417675583,-1.7430822371406427,-1.06093133056678,-2.0213566938809038,-2.6763316177380845,-2.200719487514645,-4.559284859963579,-3.008023821468718,0
-1.0,-0.9527831503311608,-0.7440989976157145,0.0,-3.747424532875314,-0.8389344428963834,-3.8657304525417833,-2.4368012426133285,-1.4449848290444143,-1.5885369748154132,-1.393947973137477,-1.7507430417600038,-1.06093133056678,-2.0241531951163796,-2.6508001354416644,-1.9577022029823765,-4.33346999413861,-2.923347948880815,0
-1.0,-0.9846887612335812,-0.8528142594523878,0.0,-3.7381194276779923,-0.8389344428963834,-3.859255386745578,-2.371832154486265,-1.2525685335693406,-1.6113649628412574,-2.325303931310919,-1.72928777058248,-1.4540875443635908,-2.016526069919354,-2.6841791566806434,-2.3495055800854217,-4.9607335103190815,-3.9208010242806908,0
-1.0,-0.9527831503311608,-0.7561784711531228,0.0,-3.7452091307876105,-0.8389344428963834,-3.8653041051910715,-2.4584576053223497,-1.637401124519488,-1.5828186163128866,-1.393947973137477,-1.74931341267107,-1.06093133056678,-2.0273580239434197,-2.654731613693831,-1.8634710110208843,-4.910552429024643,-2.923347948880815,0
-1.0,-0.9875039621955595,-0.8528142594523878,0.0,-3.793427440512287,-0.8515843714353333,-3.9150486898917225,-2.5234266934494136,-1.637401124519488,-1.5858149170683897,-2.325303931310919,-1.72928777058248,-1.4540875443635908,-2.0336603807886737,-2.7116532517604863,-1.7295635277071852,-5.362182160674584,-4.194921221980513,0
-1.0,-0.9790583593096246,-0.8407347859149796,0.0,-3.735818657652698,-0.835771960761646,-3.890159478995734,-2.4368012426133285,-1.637401124519488,-1.5797956748079882,-2.325303931310919,-1.72928777058248,-1.4540875443635908,-2.023201683274688,-2.6959581738753684,-1.2832052499948554,-5.688359189088429,-3.3725606288810472,0
-1.0,-0.9875039621955595,-0.8528142594523878,0.0,-3.793427440512287,-0.8420969250311209,-3.874027307334997,-2.480113968031371,-1.637401124519488,-1.577781947574295,-2.0924649417675583,-1.744755365081182,-1.06093133056678,-2.031498499122909,-2.68811063493281,-1.551020216622253,-4.659647022552455,-4.194921221980513,0
-1.0,-0.8964791310915957,-0.6414234725477455,0.0,-3.7413613271615973,-0.8262845143574336,-3.864302527287812,-2.285206703650181,-1.4449848290444143,-1.592399883477712,-1.1611089835941169,-1.7446960585693156,0.11853731082365264,-2.0172646501948925,-2.5958365277202056,-1.7989970375735478,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9724895570650086,-0.8286553123775715,0.0,-3.733093130084272,-0.8136345858184837,-3.870224018269918,-2.2635503409411597,-1.2525685335693406,-1.61733405780868,-1.6267869626808376,-1.746160473208479,-0.667775116769969,-2.0192624493008577,-2.6233260403618215,-1.4022341240514766,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.8917871294882985,-0.6051850519355211,0.0,-3.742683489121834,-0.8452594071658583,-3.873498095226653,-2.1336121646870327,-1.2525685335693406,-1.5913467903251501,-1.393947973137477,-1.75075444685844,-1.4540875443635908,-2.015630504802887,-2.6017260363175683,-2.2751125338000326,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9649823544997334,-0.8044963653027553,0.0,-3.7330327478845136,-0.7598723895279467,-3.875062722329582,-2.155268527396054,-0.6753196471441199,-1.6144976015495478,-1.6267869626808376,-1.7513355366237464,-1.8472437581604015,-2.013536260222841,-2.621368010016625,-1.5411011437842017,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9527831503311608,-0.7501387343844187,0.0,-3.7483760730577216,-0.835771960761646,-3.8663868921135136,-2.4368012426133285,-1.637401124519488,-1.5799226101433417,-1.393947973137477,-1.7481153070803839,-1.06093133056678,-2.0253172210113495,-2.6508001354416644,-1.7791588918974441,-4.835280807082987,-2.923347948880815,0
-1.0,-0.9753047580269869,-0.8346950491462756,0.0,-3.732039564805721,-0.8326094786269085,-3.90245181753276,-2.371832154486265,-1.2525685335693406,-1.6077512235409488,-1.859625952224198,-1.7464672703564033,-0.667775116769969,-2.031564048644254,-2.6527735833486346,0.10546494733239323,-3.8567497218414504,-3.008023821468718,0
-1.0,-0.979996759630284,-0.8346950491462756,0.0,-3.743522593484001,-0.6017482827910732,-3.864145523184058,-1.982017625723885,0.0943455347561748,-1.6027913428447316,-1.859625952224198,-1.7409306653207193,-1.4540875443635908,-2.019462855480766,-2.593878497375009,-1.8337137925067288,-3.8567497218414504,-3.464412422874705,0
-1.0,-0.8908487291676391,-0.5629068945545928,0.0,-3.7460836316117034,-0.8199595500879586,-3.8586760957420716,-2.2635503409411597,-1.637401124519488,-1.5852006127293954,-1.1611089835941169,-1.743554408215887,-0.2746189029731582,-2.015819220622301,-2.597809975627175,-2.136245514067308,-3.9822024250775447,-2.923347948880815,0
-1.0,-0.9124319365428059,-0.7984566285340512,0.0,-3.7236630961977943,-0.8326094786269085,-3.8760385840434335,-2.3501757917772443,-0.8677359426191935,-1.6063204585881383,-1.6267869626808376,-1.751169022186583,0.11853731082365264,-2.0261902404325767,-2.627257518613988,-1.124500084586027,-3.906930803135888,-2.923347948880815,0
-1.0,-0.9677975554617116,-0.7622182079218268,0.0,-3.757283488594562,-0.8326094786269085,-3.870318762125632,-2.198581252814096,-1.2525685335693406,-1.6183636444176577,-2.0924649417675583,-1.7443060042028093,-1.8472437581604015,-2.013536260222841,-2.6488421050964686,-2.022176176429713,-3.957111884430326,-2.923347948880815,0
-1.0,-0.8946023304502768,-0.5810261048607049,0.0,-3.746906078815316,-0.8104721036837462,-3.858371561920135,-2.2635503409411597,-1.4449848290444143,-1.5898125965805698,-1.1611089835941169,-1.7419702400431472,0.5116935246204635,-2.016710193097145,-2.58603095843245,-2.1263264412292564,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9659207548203927,-0.7984566285340512,0.0,-3.7390709678603993,-0.835771960761646,-3.8652120683026636,-2.0469867138509485,-0.6753196471441199,-1.612479173007138,0.0030859641226854933,-1.7564415991934772,-1.4540875443635908,-2.0292961187082867,-2.5271358724588247,-1.744442136964263,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9734279573856681,-0.8044963653027553,0.0,-3.752565348434094,-0.8515843714353333,-3.889544997417248,-2.393488517195286,-1.2525685335693406,-1.6024089697357657,-1.859625952224198,-1.7519856272345902,-1.4540875443635908,-2.0257931856886326,-2.6684686612337525,-2.086650149877049,-4.458922697374704,-2.923347948880815,0
-1.0,-0.9546599509724797,-0.7622182079218268,0.0,-3.744032718964722,-0.8452594071658583,-3.868063858359646,-2.5017703307403925,-1.2525685335693406,-1.602509264321724,-1.393947973137477,-1.7562750847563138,-1.4540875443635908,-2.027348421147299,-2.6684686612337525,-1.9725808122394537,-4.634556481905236,-2.923347948880815,0
-1.0,-0.9659207548203927,-0.8467745226836836,0.0,-3.726882092088388,-0.829446996492171,-3.8566742934192066,-2.0902994392689904,-0.8677359426191935,-1.6136059199962627,-0.6954310045073958,-1.7543327964926883,-1.06093133056678,-2.0202586350201535,-2.5585414457908335,-2.180881341838541,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9865655618749001,-0.8528142594523878,0.0,-3.7615581319085254,-0.8136345858184837,-3.8866241796939596,-2.480113968031371,-1.2525685335693406,-1.611111092170551,-2.0924649417675583,-1.7522798787742349,-1.4540875443635908,-2.024963170093511,-2.694000143530172,-0.6731822704546709,-4.860371347730205,-4.104504612268006,0
-1.0,-0.9771815586683057,-0.8226155756088674,0.0,-3.737319884067393,-0.8231220322226961,-3.8777182572568716,-2.393488517195286,-1.637401124519488,-1.5730555652110119,-0.46259201496403546,-1.7541919435270057,-0.667775116769969,-2.018008240624929,-2.597809975627175,-1.119540548167001,-4.208017290902515,-3.1902922251748826,0
-1.0,-0.9724895570650086,-0.8286553123775715,0.0,-3.7353626679372782,-0.5890983542521233,-3.8789039089369464,-2.0036739884329062,-0.8677359426191935,-1.6005268791461427,-0.9282699940507563,-1.757217145887115,0.11853731082365264,-2.0296597724222463,-2.5349834114013836,-0.246662138418445,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9743663577063275,-0.8286553123775715,0.0,-3.7463438997141125,-0.8452594071658583,-3.8871872288936298,-2.480113968031371,-1.4449848290444143,-1.615997319030205,-2.0924649417675583,-1.74467838066674,-0.667775116769969,-2.0296180211347656,-2.6822211263354467,-1.0649856475577162,-4.709828103846893,-2.923347948880815,0
-1.0,-0.9865655618749001,-0.8467745226836836,0.0,-3.7744653476431864,-0.8547468535700707,-3.849810777814575,-2.306863066359202,-1.637401124519488,-1.5846395898891912,-2.325303931310919,-1.72928777058248,-1.8472437581604015,-2.013536260222841,-2.6782896480832807,-2.6520373016460006,-5.312001079380145,-4.104504612268006,0
-1.0,-0.8936639301296174,-0.587065841629409,0.0,-3.7449842591471283,-0.8326094786269085,-3.865224249655541,-2.2418939782321385,-1.637401124519488,-1.583744774130095,-1.1611089835941169,-1.7439130985616944,-0.2746189029731582,-2.0166058148784427,-2.593878497375009,-1.9477831301443245,-3.906930803135888,-2.923347948880815,0
-1.0,-0.9753047580269869,-0.8467745226836836,0.0,-3.723342445895627,-0.8326094786269085,-3.869671796939473,-2.0902994392689904,-0.8677359426191935,-1.6161587306294818,-1.859625952224198,-1.7520392311972386,-1.4540875443635908,-2.02211155715856,-2.6135050535122932,-1.7692398190593925,-3.8567497218414504,-3.008023821468718,0
-1.0,-0.9677975554617116,-0.8044963653027553,0.0,-3.7409428160529243,-0.7503849431237343,-3.8814944766488892,-2.176924890105075,-0.4829033516690463,-1.6063470993375333,-1.6267869626808376,-1.7563041677573252,-1.8472437581604015,-2.013536260222841,-2.625284070707018,-1.258407567899726,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9781199589889652,-0.8467745226836836,0.0,-3.7293494336992232,-0.7978221751447963,-3.8795238044500446,-2.4151448799043074,-1.4449848290444143,-1.5922588442162082,-1.6267869626808376,-1.7414079686902595,-1.4540875443635908,-2.019573913905466,-2.6625791526363893,-1.1542573031001822,-4.433832156727485,-3.2821440191685403,0
-1.0,-0.9537215506518203,-0.8044963653027553,0.0,-3.7232966387096025,-0.7978221751447963,-3.879250400752128,-2.176924890105075,-0.09807076071889903,-1.6135291319538885,-1.1611089835941169,-1.744411501363341,-0.667775116769969,-2.03362614473294,-2.5879889887776466,-0.008604390305202065,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9753047580269869,-0.8226155756088674,0.0,-3.740838708811961,-0.829446996492171,-3.8935161184553047,-2.2418939782321385,-1.0601522380942672,-1.6086021604186884,-1.859625952224198,-1.7496053831910279,-1.06093133056678,-2.0335935787287043,-2.6351050575565464,0.08562680165628973,-3.8567497218414504,-3.008023821468718,0
-1.0,-0.9706127564236898,-0.8467745226836836,0.0,-3.7272943567626027,-0.7503849431237343,-3.8754322233668654,-2.1336121646870327,-0.2904870561939727,-1.6125810346960017,-1.859625952224198,-1.7453729511614833,-0.667775116769969,-2.025212425279772,-2.6095889928219,-0.6682227340356454,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9696743561030304,-0.8467745226836836,0.0,-3.7225429022850265,-0.8515843714353333,-3.874270934392546,-2.328519429068223,-1.4449848290444143,-1.5985946412635406,-1.393947973137477,-1.7412260573702076,-1.4540875443635908,-2.021081552896404,-2.637063087901743,-2.304869752314189,-4.032383506371983,-2.923347948880815,0
-1.0,-0.9762431583476464,-0.8467745226836836,0.0,-3.733245126656079,-0.8104721036837462,-3.8627717372762094,-2.155268527396054,-0.8677359426191935,-1.6096035391753656,-1.393947973137477,-1.7533114699277577,-1.4540875443635908,-2.0136327056969217,-2.605657514569734,-2.0767310770389975,-3.8567497218414504,-3.098440431181225,0
-1.0,-0.9715511567443493,-0.7924168917653471,0.0,-3.755950915910229,-0.8136345858184837,-3.8795603485086767,-2.1119558019780116,-0.4829033516690463,-1.6120497868110037,-0.9282699940507563,-1.7500142559699532,-1.4540875443635908,-2.0225265649561206,-2.578168001928118,-1.0600261111386904,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9724895570650086,-0.8044963653027553,0.0,-3.7486155197119375,-0.7092726753721471,-3.877727731642443,-2.155268527396054,-1.0601522380942672,-1.614563419871583,-0.9282699940507563,-1.7492826189052932,-0.667775116769969,-2.0296176036218907,-2.574251941237725,-0.23674306558039312,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9706127564236898,-0.7924168917653471,0.0,-3.7553450117678207,-0.8136345858184837,-3.8812657379115234,-2.1119558019780116,-0.6753196471441199,-1.6149269877456816,-0.9282699940507563,-1.751592721593475,-1.4540875443635908,-2.0218142879916954,-2.578168001928118,-1.0054712105294055,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9724895570650086,-0.8105361020714592,0.0,-3.7410385947146105,-0.8262845143574336,-3.866706314255634,-2.393488517195286,-1.4449848290444143,-1.6071854993920283,-1.6267869626808376,-1.745354132749064,-1.4540875443635908,-2.016816658880222,-2.658663091945997,-1.878349620277962,-4.358560534785828,-2.923347948880815,0
-1.0,-0.9565367516137986,-0.8286553123775715,0.0,-3.7270091029223624,-0.835771960761646,-3.8810694827818306,-2.328519429068223,-1.4449848290444143,-1.5971262658409953,-1.859625952224198,-1.7378501482331958,-1.06093133056678,-2.021147519930624,-2.6508001354416644,-1.5658988258793312,-4.53419431931636,-2.923347948880815,0
-1.0,-0.9762431583476464,-0.8467745226836836,0.0,-3.7222680591688833,-0.5416611222310612,-3.872478922035904,-2.155268527396054,-0.6753196471441199,-1.616729156087119,-1.1611089835941169,-1.7426072147907894,-0.2746189029731582,-2.0216819364103804,-2.578168001928118,-1.2336098858045965,-3.8567497218414504,-3.098440431181225,0
-1.0,-0.9743663577063275,-0.8346950491462756,0.0,-3.737890391747873,-0.8484218893005958,-3.8557593384697424,-2.393488517195286,-0.6753196471441199,-1.607611751382351,-1.6267869626808376,-1.7512910567398468,-1.06093133056678,-2.0162409086258593,-2.6527735833486346,-2.4834130633991203,-4.283288912844172,-2.923347948880815,0
-1.0,-0.9753047580269869,-0.8226155756088674,0.0,-3.738864835523292,-0.829446996492171,-3.890564170607996,-2.2202376155231174,-1.0601522380942672,-1.6087087234162691,-1.859625952224198,-1.747012434061637,-1.06093133056678,-2.033287541791469,-2.6311735793043804,0.021152828208953325,-3.8567497218414504,-3.008023821468718,0
-1.0,-0.979996759630284,-0.8467745226836836,0.0,-3.732695440423792,-0.8515843714353333,-3.8661486789905766,-2.2202376155231174,-0.6753196471441199,-1.6120278473703256,-2.0924649417675583,-1.7334757227281248,-1.8472437581604015,-2.013536260222841,-2.6527735833486346,-2.582603791779638,-4.408741616080266,-3.464412422874705,0
-1.0,-0.9734279573856681,-0.8105361020714592,0.0,-3.7556344298977,-0.8515843714353333,-3.905798982606759,-2.393488517195286,-1.2525685335693406,-1.597843998971759,-1.6267869626808376,-1.7484802702303313,-1.4540875443635908,-2.030807097802224,-2.658663091945997,-1.8585114746018583,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9743663577063275,-0.8467745226836836,0.0,-3.7218412194809325,-0.8009846572795338,-3.866686012000838,-2.5234266934494136,-1.4449848290444143,-1.6083075450724362,-1.859625952224198,-1.7453649675925782,-1.4540875443635908,-2.016139035484405,-2.6920266956232024,-1.828754256087703,-4.910552429024643,-2.923347948880815,0
-1.0,-0.9030479333362116,-0.7742976814592348,0.0,-3.729659673277295,-0.8199595500879586,-3.8690546083936805,-2.4584576053223497,-1.4449848290444143,-1.609083261010707,-1.859625952224198,-1.7426266034581301,-0.2746189029731582,-2.0254028111506854,-2.6625791526363893,-1.3080029320899849,-4.458922697374704,-2.923347948880815,0
-1.0,-0.9762431583476464,-0.8346950491462756,0.0,-3.73718454465414,-0.8389344428963834,-3.868036788686585,-2.306863066359202,-1.2525685335693406,-1.6031972224972815,-2.325303931310919,-1.72928777058248,-1.4540875443635908,-2.0217320379553576,-2.6724001394859185,-1.9924189579155573,-4.734918644494111,-3.098440431181225,0
-1.0,-0.9640439541790738,-0.8346950491462756,0.0,-3.7256515445001983,-0.8136345858184837,-3.8830645176864307,-2.4368012426133285,-1.4449848290444143,-1.606199791664407,-0.9282699940507563,-1.7381221598308907,-1.06093133056678,-2.0286368658789624,-2.6311735793043804,-0.49959849578876503,-4.509103778669141,-2.923347948880815,0
-1.0,-0.888033528205661,-0.5145890004049603,0.0,-3.7468186287329064,-0.8326094786269085,-3.8667009003210215,-2.2418939782321385,-1.637401124519488,-1.5860687877390967,-1.1611089835941169,-1.7448876642230378,-1.8472437581604015,-2.013536260222841,-2.6174365317644592,-2.131285977648282,-4.208017290902515,-2.923347948880815,0
-1.0,-0.8899103288469797,-0.6293439990103374,0.0,-3.7414591879681027,-0.835771960761646,-3.8760670072001475,-2.2418939782321385,-1.637401124519488,-1.579991562671188,-1.6267869626808376,-1.740653521428728,-1.8472437581604015,-2.013536260222841,-2.637063087901743,-1.9577022029823765,-4.785099725788549,-2.923347948880815,0
-1.0,-0.8983559317329145,-0.7320195240783065,0.0,-3.7337323485437888,-0.8199595500879586,-3.8599185937355736,-2.1336121646870327,-1.0601522380942672,-1.5942365280830728,-1.6267869626808376,-1.7438401059317048,-1.4540875443635908,-2.0169494279744113,-2.6115470231670965,-2.101528759134127,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9743663577063275,-0.8226155756088674,0.0,-3.7426210247772564,-0.8484218893005958,-3.868080100163483,-2.393488517195286,-1.4449848290444143,-1.5978298950456087,-2.0924649417675583,-1.7421128037735953,-1.06093133056678,-2.0219758654742463,-2.6724001394859185,-2.136245514067308,-4.484013238021922,-2.923347948880815,0
-1.0,-0.9762431583476464,-0.8286553123775715,0.0,-3.74500924488496,-0.6238856577342354,-3.876594865824838,-2.2418939782321385,-1.0601522380942672,-1.608876403427168,-0.9282699940507563,-1.7493858350461378,0.11853731082365264,-2.0308492666025795,-2.578168001928118,-0.4797603501126614,-3.8567497218414504,-3.098440431181225,0
-1.0,-0.9781199589889652,-0.8467745226836836,0.0,-3.720652314789129,-0.7598723895279467,-3.8760751281020656,-2.306863066359202,-1.2525685335693406,-1.6111847460071138,-1.6267869626808376,-1.7451733619388559,-1.8472437581604015,-2.013536260222841,-2.6488421050964686,-1.4964653160129686,-4.132745668960858,-3.2821440191685403,0
-1.0,-0.9781199589889652,-0.8346950491462756,0.0,-3.7410635804524417,-0.8484218893005958,-3.8571182360574077,-2.4368012426133285,-1.2525685335693406,-1.6047282820360507,-2.325303931310919,-1.72928777058248,-1.8472437581604015,-2.013536260222841,-2.7018476824727307,-2.587563328198664,-5.261819998085707,-3.2821440191685403,0
-1.0,-0.9762431583476464,-0.8165758388401634,0.0,-3.751595068948314,-0.5543110507700112,-3.881849089365989,-2.1119558019780116,-1.2525685335693406,-1.6042691208847106,-0.9282699940507563,-1.756942853269733,0.11853731082365264,-2.0314312795500644,-2.5546253851004406,-0.0036448538861761142,-3.8567497218414504,-3.098440431181225,0
-1.0,-0.9865655618749001,-0.8528142594523878,0.0,-3.7628240759586427,-0.8452594071658583,-3.896824032503366,-2.2418939782321385,-1.4449848290444143,-1.608783944355738,-2.0924649417675583,-1.7437665430467937,-1.4540875443635908,-2.0328278601163032,-2.6508001354416644,-1.4220722697275803,-3.8567497218414504,-4.104504612268006,0
-1.0,-0.8983559317329145,-0.6233042622416334,0.0,-3.743020796582557,-0.8231220322226961,-3.868678339938132,-2.393488517195286,-1.4449848290444143,-1.609169451670515,-1.393947973137477,-1.741505482281886,-0.667775116769969,-2.0204327378889495,-2.637063087901743,-1.4716676339178392,-4.107655128313639,-2.923347948880815,0
-1.0,-0.9002327323742333,-0.7682579446905309,0.0,-3.7282292397864554,-0.8167970679532212,-3.8657967732407825,-2.176924890105075,-1.4449848290444143,-1.6079596482273935,-1.1611089835941169,-1.7435179119008921,0.9048497384172743,-2.0201822301640635,-2.5644309543881962,-1.5460606802032275,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9593519525757768,-0.7924168917653471,0.0,-3.7322332042739133,-0.7661973537974216,-3.884099932681016,-2.371832154486265,-1.637401124519488,-1.5875873104546208,-2.0924649417675583,-1.7429065986247305,-0.667775116769969,-2.024431258691003,-2.6625791526363893,-0.3508124032179884,-4.835280807082987,-2.923347948880815,0
-1.0,-0.9734279573856681,-0.8165758388401634,0.0,-3.733482491165476,-0.8515843714353333,-3.859447581424311,-2.371832154486265,-0.6753196471441199,-1.6186990044394556,-1.6267869626808376,-1.7535595308187375,-1.4540875443635908,-2.016508951891487,-2.654731613693831,-2.5131702819132755,-4.283288912844172,-2.923347948880815,0
-1.0,-0.968735955782371,-0.8044963653027553,0.0,-3.7359706542245052,-0.7661973537974216,-3.880408982759141,-2.2418939782321385,-0.6753196471441199,-1.5963959958869867,-1.6267869626808376,-1.7488132991046579,-1.4540875443635908,-2.0167686448996185,-2.6311735793043804,-1.203852667290441,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9865655618749001,-0.8467745226836836,0.0,-3.7793396486650996,-0.8484218893005958,-3.8827613373481467,-2.4151448799043074,-1.4449848290444143,-1.601862050821712,-2.0924649417675583,-1.7421897881880373,-1.4540875443635908,-2.0297929590293107,-2.6822211263354467,-1.8485924017638067,-4.634556481905236,-4.104504612268006,0
-1.0,-0.9668591551410521,-0.7682579446905309,0.0,-3.761389478178164,-0.8231220322226961,-3.8632319217182474,-2.155268527396054,-1.0601522380942672,-1.6068830485312477,-1.859625952224198,-1.7460179094780308,-1.8472437581604015,-2.013536260222841,-2.6311735793043804,-2.06185246778192,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9781199589889652,-0.8467745226836836,0.0,-3.7285811222609127,-0.7408974967195218,-3.864677442259708,-2.1336121646870327,-0.6753196471441199,-1.6022804672975068,-1.6267869626808376,-1.7509146884914637,-0.2746189029731582,-2.0294902621950737,-2.593878497375009,-1.3675173691182956,-3.8567497218414504,-3.2821440191685403,0
-1.0,-0.8917871294882985,-0.6655824196225617,0.0,-3.7368389086141414,-0.8326094786269085,-3.8594286326531684,-2.0686430765599697,-0.8677359426191935,-1.597458491656982,-1.6267869626808376,-1.7483576654221455,-1.8472437581604015,-2.013536260222841,-2.605657514569734,-2.3544651165044472,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.979996759630284,-0.8467745226836836,0.0,-3.7284478649924795,-0.8199595500879586,-3.8585840588536637,-2.393488517195286,-0.8677359426191935,-1.6112599669465826,-1.6267869626808376,-1.7454140095158526,-0.2746189029731582,-2.0170554762446127,-2.6409945661539096,-2.06185246778192,-4.132745668960858,-3.464412422874705,0
-1.0,-0.9668591551410521,-0.7682579446905309,0.0,-3.7616976356114167,-0.8231220322226961,-3.8633970467239194,-2.155268527396054,-1.0601522380942672,-1.6063439651317222,-1.859625952224198,-1.7463053179586143,-1.8472437581604015,-2.013536260222841,-2.6311735793043804,-2.0568929313628943,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9846887612335812,-0.8467745226836836,0.0,-3.7554553654432423,-0.8452594071658583,-3.900233457825406,-2.4368012426133285,-1.637401124519488,-1.5838670081567314,-2.325303931310919,-1.72928777058248,-1.8472437581604015,-2.013536260222841,-2.7018476824727307,-1.9874594214965315,-5.763630811030086,-3.9208010242806908,0
-1.0,-0.9753047580269869,-0.8286553123775715,0.0,-3.7450363127676107,-0.8484218893005958,-3.868325080704685,-2.2635503409411597,-0.8677359426191935,-1.606765515813328,-2.325303931310919,-1.72928777058248,-1.4540875443635908,-2.018586913469415,-2.6645526005433595,-2.3296674344093176,-4.584375400610798,-3.008023821468718,0
-1.0,-0.9743663577063275,-0.8467745226836836,0.0,-3.7193697135804573,-0.8515843714353333,-3.8517625012422774,-2.2202376155231174,-1.4449848290444143,-1.5885933905200147,-2.0924649417675583,-1.7302822951660863,-1.8472437581604015,-2.013536260222841,-2.6527735833486346,-2.642118228807949,-4.408741616080266,-2.923347948880815,0
-1.0,-0.8917871294882985,-0.7199400505408984,0.0,-3.735468857323061,-0.8326094786269085,-3.8663138039962486,-2.155268527396054,-1.637401124519488,-1.5880966188989403,-1.6267869626808376,-1.7437973368125705,-1.4540875443635908,-2.01518543607834,-2.6154785014192625,-2.091609686296075,-4.032383506371983,-2.923347948880815,0
-1.0,-0.9668591551410521,-0.7622182079218268,0.0,-3.7586306362926303,-0.8326094786269085,-3.869747592024044,-2.155268527396054,-1.0601522380942672,-1.6137281540228992,-2.0924649417675583,-1.7455155148919315,-1.8472437581604015,-2.013536260222841,-2.6409945661539096,-2.03705478568679,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9771815586683057,-0.8226155756088674,0.0,-3.749875217327596,-0.8231220322226961,-3.8808380370771585,-2.4151448799043074,-1.0601522380942672,-1.5968363518034596,-0.9282699940507563,-1.747562730061167,-1.4540875443635908,-2.024819545664576,-2.633131609649577,-0.9310781642440172,-4.132745668960858,-3.1902922251748826,0
-1.0,-0.9631055538584146,-0.8226155756088674,0.0,-3.7271964959560973,-0.7535474252584717,-3.874924666996971,-2.1119558019780116,-1.2525685335693406,-1.6021535319621534,-0.46259201496403546,-1.7554864221994746,-0.667775116769969,-2.024745645885735,-2.5467624285961086,-0.8814828000537586,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9659207548203927,-0.8467745226836836,0.0,-3.7271319494666995,-0.829446996492171,-3.8572589983573256,-2.0902994392689904,-0.8677359426191935,-1.6130919102432266,-0.9282699940507563,-1.75403113163906,-1.06093133056678,-2.020206863423677,-2.5683624326403627,-2.151124123324386,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9715511567443493,-0.7984566285340512,0.0,-3.754414293033607,-0.8136345858184837,-3.884064742106037,-2.1119558019780116,-0.6753196471441199,-1.6059130118326828,-0.9282699940507563,-1.7537448636683202,-1.4540875443635908,-2.0240346214599336,-2.578168001928118,-0.812049290187396,-3.8567497218414504,-2.923347948880815,0
-1.0,-0.9837503609129218,-0.8467745226836836,0.0,-3.737646780804018,-0.8009846572795338,-3.855695724738049,-2.5234266934494136,-1.637401124519488,-1.5628568595013805,-2.0924649417675583,-1.7295101700019793,-1.4540875443635908,-2.0174278977289433,-2.7018476824727307,-2.270152997381007,-5.88908351426618,-3.8303844145681847,0
-1.0,-0.9734279573856681,-0.8467745226836836,0.0,-3.7219016016806914,-0.7978221751447963,-3.8662082322713105,-2.5234266934494136,-1.4449848290444143,-1.6121657524260182,-1.859625952224198,-1.7467985884659647,-1.4540875443635908,-2.015708579710476,-2.6920266956232024,-1.8634710110208843,-4.910552429024643,-2.923347948880815,0
-1.0,-0.8899103288469797,-0.5689466313232967,0.0,-3.746851943050015,-0.8231220322226961,-3.8575621786956087,-2.2202376155231174,-1.637401124519488,-1.580798620667571,-1.393947973137477,-1.7457612947632242,-0.667775116769969,-2.0142088734641597,-2.605657514569734,-2.2850316066380847,-4.007292965724764,-2.923347948880815,0
